"Gene","BRIP1"
"CHCHD10",0
"CHCHD2",0
"CHCHD3",0
"CHCHD4",0
"CHCHD5",0
"CHCHD6",0
"CHCHD7",0
"CHCHD8",-0.2856
"CHD1",-0.1469
"CHD1L",0
"CHD2",0.1183
"CHD2",-1.367
"CHD3",-0.0366
"CHD4",1.2846
"CHD5",0.0868
"CHD6",0.0879
"CHD7",0.8335
"CHD7",0.4618
"CHD8",-0.2282
"CHD8",-0.1123
"CHD9",0.7432
"CHD9",-0.1984
"CHD9",-0.2134
"chdh",0
"CHDH",0
"CHEK1",-0.646
"CHEK2",0
"CHERP",-0.7626
"CHERP",0.1398
"CHES1",-0.3134
"CHFR",0
"CHGA",0
"CHGB",0
"CHI3L1",0
"CHI3L2",0.0591
"CHIA",0
"CHIC1",0
"CHIC2",-0.1922
"CHID1",0
"CHIT1",0
"CHKA",0
"CHKB",0
"CHL1",0
"chlordecone reductase homolog",0
"CHLR1",0
"CHM",0
"CHM-I",0
"CHML",-0.33
"CHML",-0.0326
"CHMP1.5",0
"CHMP1A",0
"CHMP1B",1.2839
"CHMP2A",-0.1705
"CHMP2B",3.9756
"CHMP3",0
"CHMP4B",0
"CHMP4C",0
"CHMP5",-0.0188
"CHMP5",-0.3014
"CHMP6",0
"CHMP7",0
"CHN1",0
"CHN2",0
"CHODL",-0.3469
"CHORDC1",-2.5051
"CHP",0
"CHP1",0
"CHP2",0
"CHPF",0
"CHPF2",0
"CHPT1",0
"CHRAC1",0
"CHRD",-0.1335
"CHRD",-0.4284
"CHRDL1",0
"CHRDL2",0
"CHRFAM7A",0
"CHRM1",-0.5483
"CHRM2",0
"CHRM3",0
"CHRM4",0
"CHRM5",0
"CHR0.01",0.0108
"CHR0.01",-0.5215
"CHR0.010",0
"CHR0.02",0
"CHR0.03",-0.2494
"CHR0.04",-0.0514
"CHR0.04",-0.0888
"CHR0.05",-0.6921
"CHR0.06",0
"CHR0.07",0
"CHR0.09",0
"CHRNB1",0
"CHRNB2",0.0653
"CHRNB2",-1.2312
"CHRNB3",0
"CHRNB4",-0.1727
"CHRND",0
"CHRNE",0
"CHRNG",0
"CHST1",0
"CHST10",0.0848
"CHST11",-0.5865
"CHST12",0
"CHST13",0
"CHST14",0
"CHST15",0
"CHST2",0.102
"CHST3",0
"CHST4",-0.3525
"CHST5",0
"CHST6",-0.1232
"CHST7",-0.0244
"CHST8",0
"CHST9",0
"CHSY1",0
"CHSY3",0
"CHTF18",0
"CHTF8",0
"CHTOP",0
"CHUK",0
"CHURC1",-0.3142
"CHURC1",-0.0495
"CHURC1-FNTB",0
"CIAO1",-0.2506
"CIAO1",0.0039
"CIAPIN1",0.1859
"CIART",0
"CIB1",0
"CIB2",-0.2115
"CIB3",0
"CIB4",0
"CIC",0.3882
"CIDEA",0
"CIDEB",0
"CIDEC",0
"CIDECP",0
"CIITA",-0.1934
"CIITA",-0.3044
"CILP2",0
"CIN85",0
"CINP",0
"CIP29",0.0081
"CIP29",0.1422
"CIPC",0
"CIR",-0.3075
"CIR1",0
"CIRBP",3.7464
"CIRBP",-0.6476
"CIRBP",-0.402
"CIS4",0
"CISD1",0
"CISD2",0
"CISD3",0
"CISH",0
"CIT",-0.4771
"CITED1",-0.1771
"CITED2",-0.6168
"CITED4",-0.2532
"CITED4",0.246
"CIZ1",0
"CK570365",0
"CKAP2",0
"CKAP2L",0.0729
"CKAP4",0
"CKAP5",0.1693
"CKAP5",-0.9695
"CKB",-0.54
"CKB",-1.0512
"CKLF",0.1763
"CKLF-CMTM1",0
"CKLF1",0
"CKM",0
"CKMT1A",0
"CKMT1B",0
"CKMT2",0
"CKS1B",-1.7954
"CKS1BP6",0
"CKS2",-0.2977
"CKTSF1B1",0
"CL25022",0
"clarp",0
"CLASP1",-0.1456
"CLASP2",0.5075
"CLASP2",0.3187
"CLASPIN",0
"CLAX",0
"CLC",0
"CLCA1",0
"CLCA2",0.683
"CLCA3",0
"CLCA3P",0
"CLCA4",0
"CLCC1",0
"CLCF1",0.1581
"CLCN1",0.0894
"CLCN2",-0.4466
"CLCN3",-0.6104
"CLCN3",0.2433
"CLCN4",0
"CLCN5",0.0329
"CLCN6",0
"CLCN7",0.2592
"CLCNKA",0
"CLCNKB",0
"CLDN1",0.4986
"CLDN1",-0.3055
"CLDN10",0
"CLDN11",0
"CLDN12",-0.9928
"CLDN12",-0.2586
"CLDN14",0
"CLDN15",0
"CLDN16",-0.1785
"CLDN17",0
"CLDN18",0
"CLDN19",0
"CLDN2",0
"CLDN20",0
"CLDN22",0
"CLDN23",0
"CLDN25",0
"CLDN3",0.2629
"CLDN3",-0.2794
"CLDN34",0
"CLDN4",-0.9085
"CLDN5",0
"CLDN6",0
"CLDN7",-0.1395
"CLDN8",0
"CLDN9",0
"CLDND1",0
"CLDND2",0
"CLEC10A",0
"CLEC11A",0
"CLEC12A",0
"CLEC12B",0
"CLEC14A",0
"CLEC16A",0
"CLEC17A",0
"CLEC18A",0
"CLEC18B",0
"CLEC18C",0
"CLEC1A",0.0193
"CLEC1B",0
"CLEC2A",0
"CLEC2B",0
"CLEC2D",0.6308
"CLEC2D",0.0875
"CLEC2D",0.1238
"CLEC2L",0
"CLEC3A",0
"CLEC3B",0
"CLEC4A",0
"CLEC4C",0
"CLEC4D",0
"CLEC4E",0.1108
"CLEC4F",0
"CLEC4G",0.4733
"CLEC4M",1.3304
"CLEC4M",-0.3698
"CLEC5A",0
"CLEC6A",0
"CLEC7A",0
"CLEC9A",0
"CLECL1",0
"CLECSF5",0
"CLECSF6",0
"CLECSF9",0
"CLG01",0
"CLGN",0
"CLHC1",0
"CLIC1",0
"CLIC2",0
"CLIC3",0.5793
"CLIC4",0
"CLIC5",0
"CLIC6",0
"CLINT1",0
"CLIP1",0
"CLIP2",0
"CLIP3",0
"CLIP4",0
"CLIPR-59",-0.5009
"CLK1",0
"CLK2",0
"CLK2P1",0
"CLK3",0
"CLK4",0
"CLLU1",0
"CLLU1OS",0
"CLMN",0
"CLMP",0
"CLN3",0
"CLN6",1.1864
"CLN8",0
"CLNK",0
"CLNS1A",0
"CLOCK",-0.1983
"CLP1",0
"CLPB",0
"CLPP",0
"CLPS",0
"CLPSL1",0
"CLPSL2",0
"CLPTM1",0
"CLPTM1L",0.2289
"CLPX",0
"CLRN1",0
"CLRN2",0
"CLRN3",0
"CLSP",0
"CLSPN",0.0688
"CLST11240",0
"CLSTN1",0
"CLSTN2",0
"CLSTN3",0
"CLTA",0
"CLTB",0
"CLTC",0.0169
"CLTCL1",0.1494
"CLU",0
"CLUAP1",0
"CLUH",0
"CLUL1",0.0932
"CLVS1",0
"CLVS2",0
"CLYBL",-0.322
"CMA1",0
"CMAH",-0.3816
"CMAR",0
"CMAS",0
"CMBL",-0.0937
"CMC1",0
"CMC2",0
"CMC4",0
"CMIP",0
"CMKLR1",0
"CML2",0
"CMPK1",0
"CMPK2",0
"CMRF35",0
"CMSS1",0
"CMTM1",0.1281
"CMTM2",0
"CMTM3",0
"CMTM4",0
"CMTM5",0
"CMTM6",0
"CMTM7",0
"CMTM8",0
"CMTR1",0
"CMTR2",0
"CMYA5",0
"CN294989",0
"CN312045",0
"CNBD1",0
"CNBD2",0
"CNBP",0.4775
"CNCG2",0
"CNDP1",0
"CNDP2",-7.5349
"CNDP2",-0.1509
"CNEP1R1",0
"CNFN",0
"CNGA1",0
"CNGA2",0
"CNGA3",0
"CNGA4",0
"CNGB1",0
"CNGB3",0
"CNIH1",0
"CNIH2",0
"CNIH3",0.2428
"CNIH4",0
"CNKSR1",0
"CNKSR2",0
"CNKSR3",0
"CNN1",0
"CNN2",0
"CNN3",0
"CNNM1",-0.043
"CNNM2",0
"CNNM3",0
"CNNM4",0.1075
"CNOT1",-0.14
"CNOT1",-1.1309
"CNOT10",0
"CNOT11",0
"CNOT2",-0.3397
"CNOT2",-0.041
"CNOT3",-9e-04
"CNOT4",0.505
"CNOT4",0.08
"CNOT6",-0.282
"CNOT6",-0.4458
"CNOT6L",-0.1662
"CNOT7",-0.0521
"CNOT8",6.9327
"CNOT9",0
"CNP",0
"CNPPD1",0
"CNPY1",0
"CNPY2",0
"CNPY3",0
"CNPY4",0
"CNR1",-0.4806
"CNR1",0.2331
"CNR2",0
"CNRIP1",0
"CNST",0
"CNT3",0
"CNTD1",0
"CNTD2",0
"CNTF",0
"CNTFR",0
"CNTLN",0
"CNTN1",-0.4097
"CNTN2",0
"CNTN3",0
"CNTN4",0
"CNTN5",0
"CNTN6",0
"CNT0.0P1",-0.4429
"CNT0.0P2",0
"CNT0.0P3",0
"CNT0.0P3B",0
"CNT0.0P4",0
"CNT0.0P5",0
"CNTRL",0
"CNTROB",0
"COA1",0
"COA3",0
"COA4",0
"COA5",0
"COA6",0
"COA7",0
"COASY",0
"COBL",-0.1079
"COBL",-0.4149
"COBLL1",-0.2318
"COBLL1",0.1502
"COBRA1",-0.2339
"COCH",0.0356
"COCH",-0.07
"COG1",0
"COG2",-0.9396
"COG2",-0.0708
"COG3",0
"COG4",0.6283
"COG5",1.2807
"COG6",0
"COG7",0.091
"COG8",0
"COIL",0
"COL10A1",0
"COL11A1",0
"COL11A2",0
"COL12A1",0
"COL13A1",-7e-04
"COL14A1",0.0115
"COL14A1",-0.2199
"COL15A1",0
"COL16A1",0
"COL17A1",0
"COL18A1",0
"COL19A1",0
"COL1A1",0
"COL1A2",0
"COL20A1",0
"COL21A1",0
"COL22A1",0
"COL23A1",0
"COL24A1",0
"COL25A1",0
"COL26A1",0
"COL27A1",0
"COL28A1",0
"COL2A1",-0.323
"COL3A1",-0.1291
"COL3A1",-0.0336
"COL4A1",0
"COL4A2",0
"COL4A3",0
"COL4A3BP",0
"COL4A4",0
"COL4A5",-0.0769
"COL4A5",-0.0341
"COL4A6",0.0881
"COL4A6",1.3433
"COL5A1",-0.2766
"COL5A1",-0.2584
"COL5A2",0
"COL5A3",0
"COL6A1",0
"COL6A2",0
"COL6A3",0
"COL6A6",0
"COL7A1",0
"COL8A1",0
"COL8A2",0.0649
"COL9A1",0
"COL9A2",0
"COL9A3",0
"COLCA2",0
"COLEC10",0
"COLEC11",0
"COLEC12",0.1172
"COLGALT1",0
"COLGALT2",0
"COLQ",0
"COM1",0
"COMMD1",0
"COMMD10",0.0202
"COMMD2",0
"COMMD3",0
"COMMD4",0
"COMMD5",0
"COMMD6",0
"COMMD7",-1.4092
"COMMD7",-1.1918
"COMMD8",0
"COMMD9",0
"COMP",-0.0118
"COMP",-0.0711
"COMT",0.3373
"COMTD1",0
"COPA",-0.4061
"COPA",-3.1781
"COPB1",0
"COPB2",0.0381
"COPE",0
"COPG",-1.1395
"COPG1",0
"COPG2",0
"COPRS",0
"COPS2",0.3949
"COPS3",0
"COPS4",0.0147
"COPS4",0.1057
"COPS5",0
"COPS6",-0.0172
"COPS7A",0
"COPS7B",0
"COPS8",0
"COPS9",0
"COPZ1",0
"COPZ2",0
"COQ10A",0
"COQ10B",0.0547
"COQ10B",-0.4045
"COQ2",0
"COQ3",0
"COQ4",0
"COQ5",-0.1208
"COQ6",-0.6209
"COQ7",-0.0178
"COQ7",0.2276
"COQ8A",0
"COQ8B",0
"COQ9",0
"CORIN",0
"CORO1A",0
"CORO1B",0
"CORO1C",-0.923
"CORO1C",0.3948
"CORO2A",0
"CORO2B",0
"CORO6",0
"CORO7",0
"CORT",0
"COTL1",0
"COVA1",0.4306
"COVA1",0.2651
"COX1",0
"COX10",0
"COX11",0
"COX14",0
"COX15",-0.0112
"COX15",-1.9668
"COX16",0
"COX17",-0.3849
"COX18",0.1051
"COX18",-0.1182
"COX19",0
"COX2",0
"COX20",0
"COX4I1",-0.2325
"COX4I1",0.089
"COX4I2",0
"COX5A",-0.2629
"COX5A",-0.4148
"COX5B",0
"COX6A1",0
"COX6A2",0
"COX6B1",-0.1713
"COX6B2",0
"COX6C",0
"COX7A1",0
"COX7A2",-0.1445
"COX7A2L",0.0699
"COX7B",-0.4947
"COX7B",-0.0385
"COX7B2",0
"COX7C",-0.1684
"COX8A",0
"COX8C",0
"CP",0
"CP110",0
"CPA1",0
"CPA2",0
"CPA3",0
"CPA4",0
"CPA5",0
"CPA6",0.0906
"CPA6",-0.2228
"CPAH",0
"CPAMD8",0
"CPAP",0
"CPB1",0
"CPB2",0
"CPD",0
"CPE",0
"CPEB1",0
"CPEB2",-0.0652
"CPEB2",-0.0027
"CPEB3",0
"CPEB4",0
"CPED1",0
"CPF",0
"cPLA2",0
"cPLA2 gamma",0
"CPLX1",0
"CPLX2",0
"CPLX3",0
"CPLX4",0
"CPM",0
"CPN1",0
"CPN2",0
"CPNE1",0
"CPNE2",0
"CPNE3",0
"CPNE4",0
"CPNE5",0
"CPNE6",-0.3495
"CPNE6",-0.0911
"CPNE7",0
"CPNE8",-0.3588
"CPNE8",-0.1137
"CPNE9",0
"CPO",0
"CPOX",-1.2524
"CPPED1",0
"CPQ",0
"CPR2",0
"CPR8",0
"CPS1",-0.1433
"CPSF1",0
"CPSF2",0
"CPSF3",0
"CPSF3L",-0.1903
"CPSF3L",0.4459
"CPSF4",0
"CPSF4L",0
"CPSF6",0
"CPSF7",0
"CPT1A",0
"CPT1B",0
"CPT1C",0
"CPT2",-0.6766
"CPTP",0
"CPVL",-0.2964
"CPX-1",0
"CPXCR1",0
"CPXM1",0
"CPXM2",0
"CPZ",0
"CR1",0
"CR1L",0
"CR2",0
"CR590573",0
"CR592318",0
"CR597260",0
"CR601260",0
"CR602022",0
"CR602075",0
"CR603951",0
"CR609843",0
"CR609948",0
"CR610181",0
"CR610211",0
"CR611122",0
"CR611332",0
"CR617556",0
"CR622072",0
"CR624517",0
"CR626729",0
"CR749547",0
"CR749652",0
"CRABP1",0
"CRABP2",0.832
"CRACR2A",0
"CRACR2B",0
"CRADD",-1.3584
"CRAM-A",0
"CRAMP1",0
"CRAMP1L",-0.5728
"CRAMP1L",-1.7166
"CRARF",0
"CRAT",0
"CRB1",0
"CRB2",-0.0227
"CRB3",0
"CRBN",0
"CRCP",0
"CRCT1",-0.918
"CRCT1",-0.5345
"Creb-rp",0
"CREB1",-0.2368
"CREB1",0.0223
"CREB3",1.0265
"CREB3L1",-1.8872
"CREB3L2",0
"CREB3L3",-0.1657
"CREB3L3",-0.3476
"CREB3L4",-0.2406
"CREB5",-0.3067
"CREB5",-0.152
"CREBBP",0.0984
"CREBBP",0.2794
"CREBL1",0.1941
"CREBL2",-0.5428
"CREBL2",-0.0864
"CREBRF",0
"CREBZF",-0.7348
"CREG1",-1.9971
"CREG2",0
"CRELD2",-0.0253
"CREM",-0.4942
"CREM",0.1042
"CRH",0
"CRH2R",0
"CRHBP",0
"CRHR1",0
"CRHR1-IT1-CRHR1",0
"CRHR2",0
"CRHSP-24",0
"CRIM1",0
"CRIP1",0
"CRIP2",0
"CRIP3",0
"CRIPAK",0.4693
"CRIPT",0
"CRISP-1delta",0
"CRISP1",0
"CRISP2",-0.2548
"CRISP3",0
"CRISPLD1",0
"CRISPLD2",-0.4157
"CRISPLD2",-0.0286
"CRISPLD2",-0.5083
"CRK",-0.4879
"CRKL",0
"CrkRS",0
"CRKRS",-0.288
"CRLF1",0
"CRLF2",0
"CRLF3",0
"CRLS1",0
"CRMP1",0
"CRNDE",0
"CRNKL1",0
"CRNN",-0.3526
"CROCC",0
"CROT",-0.3964
"CRP",0
"CRR9",0
"CRSP2",-0.0967
"CRSP2",0.0861
"CRSP3",-0.3321
"CRSP3",-0.1849
"CRSP6",-0.3001
"CRSP6",0.2073
"CRSP7",1.3293
"CRSP7",-0.2537
"CRSP8",-0.1905
"CRSP9",0.6289
"CRTAC1",0
"CRTAM",0
"CRTAP",0
"CRTC1",-0.3787
"CRTC1",-0.1027
"CRTC2",0.2148
"CRTC2",-0.5201
"CRTC3",-0.4202
"CRTM",0
"CRX",-0.0246
"CRY1",-0.2301
"CRY1",-0.4113
"CRY2",-0.392
"CRY2",0.344
"CRY2",-0.0429
"CRYAA",0.0473
"CRYAB",0.0609
"CRYBA1",0
"CRYBA2",0
"CRYBA4",-0.2283
"CRYBB1",0
"CRYBB2",0
"CRYBB2P1",0
"CRYBB3",0
"CRYGA",0
"CRYGB",0
"CRYGC",0
"CRYGD",-0.1189
"CRYGD",-0.5124
"CRYGN",0
"CRYGS",0
"CRYL1",2.4869
"CRYM",-0.021
"CRYZ",0.8953
"CRYZL1",0
"CS",0
"CS-1",0
"CS2",0
"CSAD",0
"CSAG1",0
"CSAG3",0
"CSBP",0
"CSDA",0.736
"CSDC2",-0.0948
"CSDC2",-0.7821
"CSDE1",0.2899
"CSDUFD1",0
"CSE1",0
"CSE1L",0
"CSF1",0
"CSF1R",0
"CSF2",0.4009
"CSF2RA",-0.1208
"CSF2RA",0.0626
"CSF2RB",0
"CSF3",0
"CSF3R",0
"CSGAL0.0CT1",0
"CSGAL0.0CT2",0
"CSH1",0
"CSH2",0
"CSHL1",0
"CSK",-0.4337
"CSL4",0
"CSMD1",0
"CSMD2",0
"CSMD3",0
"CSN1",0
"CSN10",0
"CSN1S1",0
"CSN2",-0.2551
"CSN3",0
"CSNK1A1",-1.8402
"CSNK1A1",0.1372
"CSNK1A1L",0
"CSNK1D",-0.7219
"CSNK1D",0.8658
"CSNK1E",-4.811
"CSNK1E",-0.119
"CSNK1G1",-0.2483
"CSNK1G1",0.0103
"CSNK1G1L",0
"CSNK1G2",-1.6858
"CSNK1G2",0.8668
"CSNK1G3",0
"CSNK2A1",0
"CSNK2A2",0
"CSNK2B",0
"CSPG2",-0.0358
"CSPG4",0
"CSPG4P1Y",0
"CSPG5",0.0298
"CSPP1",0
"CSR1",0
"CSR2",0
"CSRNP1",0
"CSRNP2",0
"CSRNP3",0
"CSRP1",0
"CSRP2",0
"CSRP3",0
"CST1",0
"CST11",0
"CST2",0
"CST3",0
"CST4",0
"CST5",0
"CST6",0.767
"CST7",0
"CST8",0
"CST9",0
"CST9L",0
"CSTA",-0.1518
"CSTB",0
"CSTF1",0
"CSTF2",0
"CSTF2T",0
"CSTF3",0
"CSTL1",-0.3191
"CSX",0
"CT45A1",0
"CT45A2",0
"CT45A3",0
"CT45A5",0
"CT47A10",0
"CT47A11",0
"CT47B1",0
"CT55",0
"CT62",0
"CT83",0
"CTAG1B",0
"CTAG2",0
"CTAGE-1",0
"CTAGE1",0
"CTAGE15",0
"CTAGE4",0
"CTAGE5",0
"CTAGE6",0
"CTAGE9",0
"CTBP1",-6.6338
"CTBP1",0.4303
"CTBP2",-0.1003
"CTBS",0.1238
"CTBS",0.1593
"CTC1",0
"CTCF",-0.7628
"CTCF",-0.7822
"CTCFL",0.1061
"CTD6",0
"CTDNEP1",0
"CTDP1",0
"CTDSP1",0.1805
"CTDSP1",-0.4892
"CTDSP2",-0.3989
"CTDSPL",-2.2314
"CTDSPL",-1.7595
"CTDSPL2",0
"CTF1",0
"CTG26",0
"CTGF",-1.5801
"CTGLF4",0.1295
"CTGLF4",0.2561
"CTGLF5",-0.4265
"CTH",2.0837
"CTHRC1",0
"CTIF",0
"CTLA-4",0
"CTLA4",0
"CTLA8",0
"CTN0.01",0
"CTN0.02",0
"CTN0.03",0
"CTN0.0L1",0
"CTNNB1",-0.4819
"CTNNB1",0.2472
"CTNNBIP1",-0.055
"CTNNBL1",0
"CTNND1",1.2726
"CTNND1",0.0933
"CTNND2",0.015
"CTNND2",-0.2021
"CTNS",0.6714
"CTPS",-0.197
"CTPS1",0
"CTPS2",-0.6129
"CTR9",0.3758
"CTRB2",0
"CTRC",0
"CTRL",0
"CTRP2",0
"CTRP3",0
"CTRP4",0
"CTRP5",0
"CTRP6",0
"CTRP7",0
"CTSA",0
"CTSB",1.871
"CTSB",-0.3109
"CTSB",-0.1603
"CTSC",1.9505
"CTSC",-0.2735
"CTSD",0
"CTSE",0
"CTSF",0.3527
"CTSG",0
"CTSH",0
"CTSK",0.0656
"CTSL",-0.1591
"CTSL2",-0.2487
"CTSL3P",0
"CTSO",-0.3774
"CTSS",-0.5683
"CTSS",-0.2023
"CTSU",0
"CTSV",0
"CTSW",0
"CTSZ",0
"CTTN",-0.2362
"CTTNBP2",0
"CTTNBP2NL",0
"CTU1",0
"CTU2",0
"CTXL",0
"CTXN1",0.0708
"CTXN2",0
"CTXN3",0
"CU677925",0
"CU678505",0
"CU678563",0
"CU680663",0
"CU686711",0
"CU687247",0
"CU690321",0
"CU692129",0
"CUBN",0
"CUEDC1",0
"CUEDC2",-0.2054
"CUEDC2",-0.3049
"CUGBP1",-0.2397
"CUGBP1",-0.3389
"CUL1",0
"CUL2",0
"CUL3",0
"CUL4A",0
"CUL4B",0
"CUL5",0
"CUL7",0
"CUL9",0
"CUTA",-0.1811
"CUTC",0
"CUTL1",0.1909
"CUTL1",1.3343
"CUTL2",0.1162
"CUX1",0
"CUX2",0
"CUZD1",0
"CV800149",0
"CWC15",0
"CWC22",0
"CWC25",0
"CWC27",0
"CWF19L1",0
"CWF19L2",0
"CWH43",0
"CX164944",0
"CX165016",0
"CX36",0
"CX3CL1",-0.3179
"CX3CL1",-0.3686
"CX3CL1",-0.6415
"CX3CR1",0
"CX46.6",0
"CX783461",0
"CXADR",0
"CXADRP2",0
"CXADRP3",0
"CXCL1",-0.1202
"CXCL10",-0.1045
"CXCL11",0.0481
"CXCL11",0.1918
"CXCL12",0
"CXCL13",0
"CXCL14",-0.7707
"CXCL16",0
"CXCL17",0
"CXCL2",-1.0058
"CXCL2",-1.3246
"CXCL3",0
"CXCL5",-2.3725
"CXCL5",-0.2771
"CXCL6",0
"CXCL8",0
"CXCL9",0
"CXCR1",0
"CXCR2",0
"CXCR3",0
"CXCR4",0
"CXCR5",0
"CXCR6",0
"CXCR7",3.6397
"CXORF1",0
"CXORF2",0
"CXorf21",0
"CXorf23",0
"CXorf34",-0.4976
"CXorf36",0
"CXorf38",0.968
"CXorf38",-0.0572
"CXorf40A",0
"CXorf40B",0
"CXorf43",-0.1802
"CXorf45",0.6197
"CXorf56",0
"CXorf57",0
"CXorf58",0
"CXorf6",0.1573
"CXorf61",0
"CXorf65",0
"CXorf66",0
"CXorf67",0
"CXXC1",-0.3455
"CXXC1P1",0
"CXXC4",0
"CXXC5",-1.2633
"CXXC5",-0.4984
"CXYorf2",0.1885
"CYB5",0
"CYB561",-0.4099
"CYB561",-6.6243
"CYB561",0.0204
"CYB561A3",0
"CYB561D1",0
"CYB561D2",0
"CYB5A",0.1218
"CYB5B",0
"CYB5D1",0
"CYB5D2",2.181
"CYB5D2",0.3972
"CYB5R1",-0.0682
"CYB5R2",0
"CYB5R3",0
"CYB5R4",0
"CYB5RL",0
"CYBA",0
"CYBASC3",0
"CYBB",0
"CYBRD1",0.1876
"CYBRD1",1.0269
"CYC1",0
"CYCL",0
"CYCS",0
"CYFIP1",0.5931
"CYFIP2",-0.0278
"CYFIP2",-0.1158
"CYGB",-0.362
"CYHR1",1.0707
"CYHR1",1.048
"CYLC1",0
"CYLC2",0
"CYLD",0
"CYLN2",-0.1441
"CYP-33",0
"CYP 2C",0
"CYP11A1",0
"CYP11B1",0
"CYP11B2",0
"CYP17A1",-0.6265
"CYP19A1",0
"CYP1A1",-0.7419
"CYP1A2",0
"CYP1B1",-10.7537
"CYP20A1",-0.2969
"CYP21",0
"CYP21A2",0
"CYP24",0
"CYP24A1",0
"CYP26A1",0
"CYP26B1",-0.1807
"CYP26B1",-0.0677
"CYP26C1",0
"CYP27A1",0
"CYP27B1",0
"CYP27C1",0
"CYP2A13",0
"CYP2A6",0.0629
"CYP2A7",0
"CYP2A7PC",0
"CYP2A7PT",0
"CYP2B",0
"CYP2B6",0
"CYP2C",0
"CYP2C18",0
"CYP2C19",0
"CYP2C8",-0.041
"CYP2C9",0
"CYP2D6",0
"CYP2E1",0
"CYP2F1",0
"CYP2J2",0
"CYP2R1",0
"CYP2S1",0
"CYP2U1",0
"CYP2W1",-0.1681
"CYP39A1",0
"CYP3A3",0
"CYP3A4",0
"CYP3A43",0
"CYP3A5",0.1667
"CYP3A7",0
"CYP46",0
"CYP46A1",0
"CYP4A11",0
"CYP4A22",0
"CYP4B1",0
"CYP4F11",0
"CYP4F12",0
"CYP4F2",0
"CYP4F22",0
"CYP4F3",0
"CYP4F30P",0
"CYP4F8",0
"CYP4V2",-0.2213
"CYP4V2",-0.0338
"CYP4X1",0
"CYP4Z1",0
"CYP51A1",2.5958
"CYP7A1",0
"CYP7B1",0
"CYP8A1",0
"CYP8B1",0
"CYR61",0.2534
"CYR61",2.3074
"CYR61",0.1328
"CYS1",0
"CYSLT1",0
"CYSLTR1",0
"CYSLTR2",0
"CYSRT1",0
"CYSTM1",0
"CYTB",0
"CYTH1",0
"CYTH2",0
"CYTH3",0
"CYTH4",0
"CYTIP",0
"CYTL1",-0.3318
"CYYR1",-0.1041
"CYYR1",-0.2329
"D1S155E",0
"D2 dopamine receptor",0
"D21S2056E",0.1602
"D21S2056E",-0.283
"D2HGDH",0
"D4S234E",0.4308
"D6S49E",0
"D6S51E",0
"DA093175",0
"DA116424",0
"DA240028",0
"DAAM1",0
"DAAM2",0
"DAB1",-0.4242
"DAB2",-0.2967
"DAB2IP",0
"DACH1",0.0904
"DACH2",0.1167
"DACT1",-0.0889
"DACT1",-0.3892
"DACT2",0
"DACT3",0
"DAD1",0
"DAGK1",0
"DAGLA",0
"DAGLB",0
"DAK",0.3787
"DALRD3",0.1411
"DAMS",0
"DAND5",0
"DANT2",0
"DAO",0
"DAOA",0
"DAP",0
"DAP3",0
"DAP4",0
"DAPK1",-0.3147
"DAPK1",-0.1403
"DAPK2",0
"DAPK3",0.7731
"DAPL1",0
"DAPP1",-1.1074
"DARS",0
"DARS2",0
"DATF1",0
"DAW1",0
"DAXX",0.7518
"DAZ",0
"DAZ1",0
"DAZ2",0
"DAZ3",0
"DAZ4",0
"DAZAP1",0
"DAZAP2",-0.2034
"DAZL",0
"db",0
"DB111455",0
"DB524600",0
"DBC2",0
"DBF4",0
"DBF4B",0
"DBH",0
"DBI",-0.034
"DBN1",-0.8647
"DBN1",-0.2304
"DBNDD1",-0.5141
"DBNDD2",0
"DBNL",0
"DBP",-0.1734
"DBP-5",0
"DBR1",-0.5031
"DBT",-0.1355
"DBT",-0.1701
"DBT",0.0086
"DBX1",0
"DBX2",0.0813
"DC1",0
"DC10",0
"DC11",0
"DC13",0
"DC2",0
"DC3",0
"DC42",0
"DC50",0
"DC6",0
"DC8",0
"DC9",0
"DCAF1",0
"DCAF10",0
"DCAF11",0
"DCAF12",0
"DCAF12L1",0
"DCAF12L2",0
"DCAF13",0
"DCAF15",0
"DCAF16",0
"DCAF17",0
"DCAF4",0
"DCAF4L1",0
"DCAF4L2",0
"DCAF5",0
"DCAF6",0
"DCAF7",0
"DCAF8",0
"DCAF8L1",0
"DCAF8L2",0
"DCAKD",0
"DCANP1",0
"DCBLD1",-0.2112
"DCBLD1",-0.4783
"DCBLD2",0
"DCC",0
"DCC1",-0.1574
"DCD",-0.183
"DCDC1",0
"DCDC2",0
"DCDC2B",0
"DCHS1",0
"DCHS2",0
"DCK",-0.5148
"DCK",-0.2661
"DCLK2",0
"DCLK3",0
"DCLRE1A",0
"DCLRE1B",-0.1602
"DCLRE1C",-0.0642
"DCLRE1C",-0.1837
"DCN",-0.9584
"DCP1B",0
"DCP2",0
"DCPS",0
"DcR1",0
"DCST1",-0.3919
"DCST2",0
"DCSTAMP",0
"DCT",0
"DCTD",0
"DCTN1",1.076
"DCTN2",0
"DCTN3",0
"DCTN4",0.3615
"DCTN5",0
"DCTN6",0
"DCTPP1",0
"DCUN1D1",0
"DCUN1D2",0
"DCUN1D3",-1.7539
"DCUN1D4",-0.0422
"DCUN1D5",0
"DCX",0
"DCXR",0
"DD96",0
"DDA1",0
"DDAH1",-0.5167
"DDAH2",0
"DDB1",0
