"Gene","SMAD4"
"DKFZp434B105",0
"DKFZp434B1113",0
"DKFZp434B1222",0
"DKFZp434B1272",0
"DKFZp434B1612",0
"DKFZp434B172",0
"DKFZp434B1727",0
"DKFZP434B195",0
"DKFZp434B203",0
"DKFZp434B204",0
"DKFZp434B2131",0
"DKFZp434C0118",0
"DKFZp434C031",0
"DKFZp434C0328",0
"DKFZp434C0515",0
"DKFZp434C0826",0
"DKFZp434C091",0
"DKFZp434C0923",0
"DKFZP434C0931",0
"DKFZp434C128",0
"DKFZp434C131",0
"DKFZP434C135",0
"DKFZp434C1415",0
"DKFZp434C1418",0
"DKFZp434C153",0
"DKFZp434C171",0
"DKFZp434C1715",0
"DKFZp434C196",0
"DKFZp434C198",0
"DKFZp434C2019",0
"DKFZp434C229",0
"DKFZp434C2322",0
"DKFZp434C245",0
"DKFZp434D0127",0
"DKFZP434D0421",0
"DKFZp434D0513",0
"DKFZp434D0617",0
"DKFZp434D064",0
"DKFZp434D0727",0
"DKFZp434D105",0
"DKFZp434D1319",0
"DKFZp434D1335",0
"DKFZp434D1428",0
"DKFZp434D152",0
"DKFZP434D156",0
"DKFZp434D166",0
"DKFZp434D177",0
"DKFZp434D1812",0
"DKFZp434D193",0
"DKFZp434D199",0
"DKFZp434D2030",0
"DKFZp434D2050",0
"DKFZp434D2328",0
"DKFZp434D2426",0
"DKFZp434D2472",0
"DKFZp434E026",0
"DKFZp434E0519",0
"DKFZp434E098",0
"DKFZp434E1315",0
"DKFZp434E1512",0
"DKFZp434E169",0
"DKFZp434E1822",0
"DKFZp434E192",0
"DKFZp434E202",0
"DKFZp434E2118",0
"DKFZP434E2135",0
"DKFZp434E2220",0
"DKFZp434E229",0
"DKFZp434E2318",0
"DKFZp434E248",0
"DKFZp434F011",0
"DKFZp434F0116",0
"DKFZP434F0318",0
"DKFZp434F0427",0
"DKFZp434F054",0
"DKFZp434F0616",0
"DKFZp434F0621",0
"DKFZp434F075",0
"DKFZp434F097",0
"DKFZp434F1017",0
"DKFZp434F122",0
"DKFZp434F142",0
"DKFZP434F162",0
"DKFZp434F1719",0
"DKFZP434F1735",0
"DKFZp434F1819",0
"DKFZp434F2015",0
"DKFZp434F222",0
"DKFZp434F2427",0
"DKFZp434G0128",0
"DKFZp434G0222",0
"DKFZP434G032",0
"DKFZp434G0326",0
"DKFZp434G0514",0
"DKFZp434G0522",0
"DKFZp434G0625",0
"DKFZp434G0719",0
"DKFZp434G072",0
"DKFZp434G0920",0
"DKFZP434G099",0
"DKFZp434G118",0
"DKFZP434G131",0
"DKFZp434G1411",0
"DKFZP434G1415",0
"DKFZp434G171",0
"DKFZp434G179",0
"DKFZp434G1930",0
"DKFZP434G2226",0
"DKFZp434G232",0
"DKFZp434H0115",0
"DKFZp434H0117",0
"DKFZp434H0311",0
"DKFZp434H0350",0
"DKFZp434H0510",0
"DKFZp434H0512",0
"DKFZp434H052",0
"DKFZp434H0735",0
"DKFZp434H1215",0
"DKFZp434H1220",0
"DKFZp434H1419",0
"DKFZp434H152",0
"DKFZp434H168",0
"DKFZp434H2010",0
"DKFZp434H2215",0
"DKFZp434H2226",0
"DKFZp434H2410",0
"DKFZp434H2450",0
"DKFZp434I042",0
"DKFZp434I062",0
"DKFZp434I0714",0
"DKFZp434I0812",0
"DKFZp434I099",0
"DKFZp434I1019",0
"DKFZp434I1110",0
"DKFZp434I1116",0
"DKFZp434I1117",0
"DKFZp434I1122",0
"DKFZp434I1230",0
"DKFZp434I1610",0
"DKFZp434I1816",0
"DKFZp434I1820",0
"DKFZp434I1930",0
"DKFZp434J0113",0
"DKFZP434J037",0
"DKFZp434J0450",0
"DKFZp434J0617",0
"DKFZp434J087",0
"DKFZp434J1015",0
"DKFZp434J1027",0
"DKFZp434J1521",0
"DKFZp434J1815",0
"DKFZp434J193",0
"DKFZp434K028",0
"DKFZp434K031",0
"DKFZp434K0322",0
"DKFZp434K0410",0
"DKFZp434K0423",0
"DKFZp434K0427",0
"DKFZp434K111",0
"DKFZp434K1115",0
"DKFZp434K114",0
"DKFZP434K1172",0
"DKFZp434K1210",0
"DKFZp434K1235",0
"DKFZp434K1421",0
"DKFZp434K156",0
"DKFZp434K1822",0
"DKFZp434K225",0
"DKFZp434K2323",0
"DKFZp434K2435",0
"DKFZp434L0117",0
"DKFZP434L0117",0
"DKFZp434L0610",0
"DKFZp434L0650",0
"DKFZp434L0718",0
"DKFZp434L0735",0
"DKFZp434L0850",0
"DKFZP434L1021",0
"DKFZp434L1072",0
"DKFZp434L1123",0
"DKFZp434L134",0
"DKFZp434L151",0
"DKFZp434L1550",0
"DKFZp434L1717",0
"DKFZp434L1850",0
"DKFZp434L187",0
"DKFZp434L194",0
"DKFZp434L2050",0
"DKFZp434M0126",0
"DKFZp434M0219",0
"DKFZp434M0223",0
"DKFZp434M0320",0
"DKFZp434M0331",0
"DKFZp434M0572",0
"DKFZp434M0813",0
"DKFZp434M0927",0
"DKFZp434M131",0
"DKFZp434M1526",0
"DKFZp434M182",0
"DKFZp434M1820",0
"DKFZp434N0223",0
"DKFZp434N0250",0
"DKFZp434N031",0
"DKFZp434N035",0.52
"DKFZp434N035",0.0647
"DKFZp434N0410",0
"DKFZp434N0435",0
"DKFZp434N0535",0
"DKFZp434N061",0
"DKFZp434N0615",0
"DKFZp434N0650",0
"DKFZp434N093",0
"DKFZp434N101",0
"DKFZp434N1010",0
"DKFZp434N1131",0
"DKFZp434N1217",0
"DKFZP434N1235",0
"DKFZp434N127",0
"DKFZp434N1415",0
"DKFZP434N161",0
"DKFZp434N178",0
"DKFZp434N1817",0
"DKFZP434N185",0
"DKFZP434N1923",0
"DKFZp434N2321",0
"DKFZp434N2435",0
"DKFZp434O0213",0
"DKFZp434O0320",0
"DKFZP434O047",0
"DKFZp434O0710",0
"DKFZp434O1221",0
"DKFZp434O1230",0
"DKFZp434O1427",0
"DKFZP434O1427",0
"DKFZp434O171",0
"DKFZp434O1826",0
"DKFZp434O194",0
"DKFZp434O2417",0
"DKFZp434P0116",0
"DKFZp434P0316",0
"DKFZp434P0630",0
"DKFZp434P0714",0
"DKFZp434P072",0
"DKFZp434P078",0
"DKFZp434P101",0
"DKFZp434P116",0
"DKFZp434P1219",0
"DKFZp434P1414",0
"DKFZp434P144",0
"DKFZp434P1735",0
"DKFZP434P1750",0
"DKFZP434P211",-0.0057
"DKFZP434P211",0.2274
"DKFZp434P2235",0
"DKFZp434P2326",0
"DKFZp434P2350",0
"DKFZp547A1913",0
"DKFZp547C074",0
"DKFZp547C176",0
"DKFZp547D104",0
"DKFZp547D147",0
"DKFZp547D155",0
"DKFZp547F072",0
"DKFZp547G183",0
"DKFZp547H025",0
"DKFZp547H027",0
"DKFZp547H236",0
"DKFZp547I014",0
"DKFZp547I094",0
"DKFZp547I194",0
"DKFZp547J222",0
"DKFZp547J2313",0
"DKFZp547L112",0
"DKFZp547M236",0
"DKFZp547N043",0
"DKFZp547O146",0
"DKFZp547P082",0
"DKFZp547P193",0
"DKFZP564A022",0
"DKFZp564A063",0
"DKFZp564A1164",0
"DKFZp564A176",0
"DKFZp564B0482",0
"DKFZp564B052",0
"DKFZp564B1023",0
"DKFZP564B1162",0
"DKFZP564B147",0
"DKFZp564B1471",0
"DKFZp564B162",0
"DKFZp564C0464",0
"DKFZp564C047",0
"DKFZp564C1278",0
"DKFZp564C1362",0
"DKFZp564C152",0
"DKFZP564C152",0
"DKFZp564C1616",0
"DKFZp564C196",0
"DKFZp564C2478",0
"DKFZP564D0372",0
"DKFZp564D0478",0
"DKFZp564D066",0
"DKFZp564D0782",0
"DKFZp564D116",0
"DKFZp564D1378",0
"DKFZp564D152",0
"DKFZP564D166",0
"DKFZp564D172",0
"DKFZp564E0178",0
"DKFZp564E1878",0
"DKFZp564E1962",0
"DKFZp564E227",0
"DKFZp564F0522",0
"DKFZp564F1422",0
"DKFZp564F2116",0
"DKFZP564G092",0
"DKFZp564G0982",0
"DKFZp564G1272",0
"DKFZp564G1816",0
"DKFZp564G182",0
"DKFZp564G196",0
"DKFZp564G2022",0
"DKFZp564H1322",0
"DKFZp564I0422",0
"DKFZp564I052",0
"DKFZp564I0682",0
"DKFZp564I2064",0
"DKFZp564I2423",0
"DKFZp564J047",0
"DKFZp564J0863",0
"DKFZp564J102",0
"DKFZp564J1516",0
"DKFZP564J157",0
"DKFZp564J1864",0
"DKFZp564K0164",0
"DKFZp564K0322",0
"DKFZP564K0822",0
"DKFZp564K1216",0
"DKFZp564K142",0
"DKFZp564K1522",0
"DKFZp564K1672",0
"DKFZp564K192",0
"DKFZp564K2364",0
"DKFZP564K247",0
"DKFZp564L023",0
"DKFZp564L1878",0
"DKFZp564L1962",0
"DKFZp564L2362",0
"DKFZP564L2423",0
"DKFZp564M0163",0
"DKFZp564M1462",0
"DKFZp564M1916",0
"DKFZp564M2422",0
"DKFZp564N0582",0
"DKFZP564N1363",0
"DKFZp564N1623",0
"DKFZp564N1916",0
"DKFZP564O0463",0
"DKFZp564O0523",0
"DKFZp564O1278",0
"DKFZP564O1664",0
"DKFZp564P0562",0
"DKFZp564P1263",0
"DKFZp564P1916",0
"DKFZP564P1916",0
"DKFZp566A093",0
"DKFZp566A0946",0
"DKFZP566A1524",0
"DKFZp566B1524",0
"DKFZp566C0424",0
"DKFZp566D133",0
"DKFZp566D1346",0
"DKFZp566D143",0
"DKFZp566D244",0
"DKFZp566E0847",0
"DKFZp566E104",0
"DKFZP566E144",0
"DKFZp566E2324",0
"DKFZP566F0546",0
"DKFZp566F0947",0
"DKFZp566G013",0
"DKFZp566G0346",0
"DKFZp566H0824",0
"DKFZp566I1024",0
"DKFZP566I133",0
"DKFZP566J091",0
"DKFZp566J164",0
"DKFZp566K013",0
"DKFZp566K0524",0
"DKFZp566K113",0
"DKFZp566K144",0
"DKFZp566K1946",0
"DKFZp566L1246",0
"DKFZp566M1046",0
"DKFZp566M114",0
"DKFZp566N1047",0
"DKFZp566N2024",0
"DKFZP566O084",0
"DKFZp566O224",0
"DKFZp566P0524",0
"DKFZP586A011",0
"DKFZP586A0522",0
"DKFZp586A181",0
"DKFZp586B0319",0
"DKFZP586B0319",0
"DKFZP586B1621",0
"DKFZp586B1824",0
"DKFZp586B1920",0
"DKFZp586C051",0
"DKFZp586C1924",0
"DKFZp586D0222",0
"DKFZp586D1022",0
"DKFZp586E041",0
"DKFZp586E1222",0
"DKFZP586E1923",0
"DKFZp586F0424",0
"DKFZp586F1018",0
"DKFZp586F1019",0
"DKFZP586F1524",0
"DKFZp586F1918",0
"DKFZp586G1024",0
"DKFZp586G1123",0
"DKFZp586G1517",0
"DKFZp586G2120",0
"DKFZp586G2122",0
"DKFZp586H0623",0
"DKFZp586H1320",0
"DKFZp586H1322",0
"DKFZp586H1719",0
"DKFZP586H2123",-0.0973
"DKFZp586I021",0
"DKFZp586I0418",0
"DKFZp586I111",0
"DKFZp586I1420",0.1347
"DKFZP586I1420",0
"DKFZp586J0624",0
"DKFZp586J1119",0
"DKFZp586J151",0
"DKFZP586J1624",0
"DKFZp586J1923",0
"DKFZP586K0717",0
"DKFZp586K0922",0
"DKFZp586K1520",0
"DKFZp586L0118",0
"DKFZP586M0622",0
"DKFZP586M1120",0
"DKFZp586M2023",0
"DKFZP586N0721",0
"DKFZP586N0819",0
"DKFZp586N1922",0
"DKFZp586O0222",0
"DKFZp586O1422",0
"DKFZp586P0123",0
"DKFZP586P0123",0.0228
"DKFZP586P0123",0.4945
"DKFZP586P0123",0.0978
"DKFZP586P1522",0
"DKFZp667C165",0
"DKFZp667H046",0
"DKFZp667H242",0
"DKFZp667K087",0
"DKFZp667O116",0
"DKFZP686A01247",-0.2739
"DKFZP686A01247",-0.4904
"DKFZp686D0972",1.2189
"DKFZP686E2158",0.2618
"DKFZP686E2158",0.756
"DKFZp686L1814",-0.1081
"DKFZp727G051",0
"DKFZp727K101",0
"DKFZP727M111",0
"DKFZp727M231",0
"DKFZp761A132",0
"DKFZp761A1623",0
"DKFZp761A19121",0
"DKFZp761B039",0
"DKFZp761B0514",0
"DKFZp761B15121",0
"DKFZp761C07121",0
"DKFZp761C10121",0
"DKFZp761C121",0
"DKFZp761C241",0
"DKFZp761D081",0
"DKFZp761D112",0
"DKFZp761D221",0
"DKFZp761E0611",0
"DKFZp761E10121",0
"DKFZp761E13121",0
"DKFZp761E1824",0
"DKFZp761E198",0.3593
"DKFZp761E198",0.0737
"DKFZp761E198",-0.0035
"DKFZP761E2110",0
"DKFZp761F0123",0
"DKFZp761F0324",0
"DKFZp761F2014",0
"DKFZp761F241",0
"DKFZp761G122",0
"DKFZp761G18121",0
"DKFZp761G1913",0
"DKFZp761G2113",0
"DKFZp761G2423",0
"DKFZp761H039",0
"DKFZp761H087",0
"DKFZP761H1710",0
"DKFZp761H172",0
"DKFZp761H2024",0
"DKFZp761H221",0
"DKFZp761I1011",0
"DKFZp761I172",0
"DKFZp761I2123",0
"DKFZp761I2124",0
"DKFZp761I241",0
"DKFZp761J1523",0
"DKFZp761J17121",0
"DKFZp761J191",0
"DKFZp761J197",0
"DKFZp761K0722",0
"DKFZp761K1423",0
"DKFZp761K1824",0
"DKFZp761K2424",0
"DKFZp761L0424",0
"DKFZp761L0812",0
"DKFZp761L08121",0
"DKFZp761M02121",0
"DKFZp761M0423",0
"DKFZp761N0624",0
"DKFZp761N09121",0
"DKFZp761N1024",0
"DKFZp761N1814",0
"DKFZp761O0113",0
"DKFZp761O132",0
"DKFZp761O15121",0
"DKFZp761O17121",0
"DKFZp761P0212",0
"DKFZp761P0710",0
"DKFZp761P1010",0
"DKFZp761P19121",0
"DKFZp762B0211",0
"DKFZp762B2310",0
"DKFZp762B245",0
"DKFZp762D1011",0
"DKFZp762E1112",0
"DKFZp762E1312",0.246
"DKFZp762G106",0
"DKFZp762H186",0
"DKFZp762K222",0
"DKFZp762L106",0
"DKFZp762M2311",0
"DKFZp762N2316",0
"DKFZp762P2111",0.2519
"DKFZp779O175",8e-04
"DKFZp779O175",0.1037
"DKK1",0.2878
"DKK2",0
"DKK3",0
"DKK4",0
"DKKL1",0
"DL492380",0
"DLAT",0
"DLC1",0.883
"DLC1",-0.3553
"DLD",0
"DLEC1",0
"DLEU1",-5.4105
"DLEU2",0
"DLEU7",0
"DLG1",0.6369
"DLG1",0.462
"DLG2",0
"DLG3",0
"DLG4",0
"DLG5",-0.3001
"DLG5",-0.0527
"DLGAP1",0
"DLGAP2",0
"DLGAP3",0
"DLGAP4",0
"DLGAP5",0
"dlk",0
"DLK1",-0.5138
"DLK2",0
"DLL1",1.1893
"DLL3",0
"DLL4",0
"DLM1",0
"DLST",0.2332
"DLST",-0.1265
"DLSTP",0
"DLX1",-0.047
"DLX1",-0.0126
"DLX2",-0.1193
"DLX2",-0.0766
"DLX2",-0.2485
"DLX3",-0.3648
"DLX3",0.0847
"DLX4",0.3974
"DLX5",-0.254
"DLX6",-0.1014
"DMAP1",-0.1775
"DMBT1",0
"DMBX1",-5.6335
"DMC1",0.0046
"DMC1",0.3373
"DMD",0.0165
"DMGDH",0
"DMKN",0.044
"DMP1",0
"DMPK",0
"DMRT1",-0.0422
"DMRT2",0.0129
"DMRT3",0.0119
"DMRT3",0.022
"DMRTA1",0.1246
"DMRTA2",0
"DMRTB1",0.327
"DMRTB1",0.0462
"DMRTC1",-0.3426
"DMRTC1B",0
"DMRTC2",0.0184
"DMTF1",-0.1506
"DMTN",0
"DMWD",0.0918
"DMXL1",0
"DMXL2",-0.2124
"D0.02",0
"D0.0AF1",0
"D0.0AF2",0
"D0.0AF3",0
"D0.0AF5",0
"D0.0H1",0
"D0.0H10",0
"D0.0H11",0
"D0.0H12",0
"D0.0H17",-0.1547
"D0.0H2",0
"D0.0H3",0
"D0.0H5",0
"D0.0H6",0
"D0.0H7",0
"D0.0H8",0
"D0.0H9",0
"D0.0I1",0
"D0.0I2",0
"D0.0JA1",-0.0062
"D0.0JA1",0.0352
"D0.0JA2",0
"D0.0JA3",-0.3455
"D0.0JA4",0
"D0.0JB1",0
"D0.0JB11",-0.0963
"D0.0JB12",0
"D0.0JB13",0
"D0.0JB14",0
"D0.0JB2",-0.2044
"D0.0JB2",0.1521
"D0.0JB3",0
"D0.0JB4",0
"D0.0JB5",2.8835
"D0.0JB6",0.5727
"D0.0JB6",-0.1449
"D0.0JB6",0.3415
"D0.0JB7",0
"D0.0JB8",0
"D0.0JB9",-0.8222
"D0.0JC1",0
"D0.0JC10",0
"D0.0JC11",0.1468
"D0.0JC11",-0.6371
"D0.0JC12",0
"D0.0JC13",-0.298
"D0.0JC14",0
"D0.0JC15",0
"D0.0JC16",0.0047
"D0.0JC16",-0.2368
"D0.0JC17",0
"D0.0JC18",0
"D0.0JC19",0
"D0.0JC2",0
"D0.0JC21",0
"D0.0JC22",0
"D0.0JC24",0
"D0.0JC25",0
"D0.0JC27",0
"D0.0JC28",0
"D0.0JC3",0.2126
"D0.0JC30",0
"D0.0JC4",0
"D0.0JC5",0
"D0.0JC5B",0
"D0.0JC5G",0
"D0.0JC6",0.0861
"D0.0JC6",0.0224
"D0.0JC7",0
"D0.0JC8",-0.0753
"D0.0JC8",-0.014
"D0.0JC9",-0.1859
"D0.0L1",0
"D0.0L4",0.5102
"D0.0LI1",0
"D0.0PTP6",0.2601
"D0.0se I",0
"D0.0SE1",0
"D0.0SE1L1",0
"D0.0SE1L2",0
"D0.0SE1L3",0
"D0.0SE2",0
"D0.0SE2B",0
"DND1",0
"DNER",-0.8154
"DNHD1",0
"DNJ3CPR3",0
"DNLZ",0
"DNM1",0
"DNM1L",0
"DNM2",0
"DNM3",0.3022
"DNMBP",0.189
"DNMT1",4.0739
"DNMT3A",0.0506
"DNMT3B",0.1935
"DNMT3L",0
"DNPEP",0
"DNPH1",0
"DNPI",0
"DNTT",0
"DNTTIP1",0
"DNTTIP2",-0.1699
"DOC2A",0
"DOC2B",0
"DOCK1",-0.0366
"DOCK10",0.1059
"DOCK11",0.7582
"DOCK11",0.0056
"DOCK2",0
"DOCK3",0
"DOCK4",0.7199
"DOCK4",-0.4778
"DOCK5",0
"DOCK6",-0.0531
"DOCK8",0
"DOCK9",-1.322
"DOHH",0
"DOK1",0
"DOK2",0.2905
"DOK3",0
"DOK4",-0.1935
"DOK4",-0.2983
"DOK5",0.3396
"DOK6",0
"DOK7",0
"DOKDEL",0
"DOLK",0
"DOLPP1",0
"DOM3Z",0.1842
"DONSON",0.0303
"DONSON",-0.5118
"DOPEY1",0
"DOPEY2",0
"Dorfin",0
"DORFIN",0
"DOT1L",0
"DP103",0
"DPAGT1",0
"DPCD",0
"DPCR1",0
"DPEP1",0
"DPEP2",0
"DPF1",0.1998
"DPF2",-0.0066
"DPF3",-0.1915
"DPH1",0
"DPH2",0
"DPH3",0
"DPH3P1",0
"DPH5",0
"DPH6",0
"DPH7",0
"DPM1",0
"DPM2",0
"DPM3",0
"DPP10",0
"DPP3",0
"DPP4",-0.3765
"DPP6",0
"DPP7",0
"DPP8",0
"DPP9",0
"DPPA2",0
"DPPA3",0
"DPPA3P1",0
"DPPA4",0
"DPPA5",0
"DPRX",0
"DPT",0
"DPY19L1",0
"DPY19L2",0
"DPY19L2P1",0
"DPY19L2P2",0
"DPY19L2P4",0
"DPY19L3",0
"DPY19L4",0
"DPY30",0
"DPYD",-0.1658
"DPYD",-0.06
"DPYS",0
"DPYSL2",0
"DPYSL3",0
"DPYSL4",0
"DPYSL5",0
"DQ680071",0
"DQX1",0
"DR1",0.0305
"DR1",0.6314
"DR3",0
"DR422536",0
"DR760832",0
"DRAM1",0
"DRAM2",0
"DRAP1",-0.2947
"DRAXIN",0
"DRC1",0
"DRC3",0
"DRC7",0
"DRCTNNB1A",0
"DRD1",0
"DRD2",0
"DRD3",0.3128
"DRD4",-0.2969
"DRD4",-0.0449
"DRD5",-0.1031
"DRD5",-0.352
"DREV1",0
"DRG1",0
"DRG2",0
"DRGX",0
"DRICH1",0
"DRIL2",0
"DRIP80",0
"DRIP92",0
"DRM",0
"DROSHA",0
"DRP2",0
"DRPLA",0
"DRT",0
"DRY12",0
"DSC1",0.2016
"DSC2",-1.7346
"DSC3",-0.0449
"DSCAM",0
"DSCAML1",-0.0479
"DSCC1",0
"DSCR1",-0.6101
"DSCR1L2",-0.3789
"DSCR1L2",-0.0625
"DSCR3",0
"DSCR4",0
"DSCR5b",0
"DSCR6",0
"DSE",0
"DSG1",-0.0058
"DSG2",0
"DSG3",0
"DSG4",-0.0731
"DSIPI",0
"DSN1",0
"DSP",0
"DSPG3",0
"DSPP",0
"DST",0
"DSTN",0
"DSTYK",0
"DTD1",0
"DTD2",0
"DTHD1",0
"DTL",0.9121
"DTN-B2",0
"DT0.0",0.0064
"DT0.0",-0.5676
"DTNB",0.074
"DTNB",0.0723
"DTNBP1",0
"DTWD1",0
"DTWD2",0
"DTX1",0
"DTX2",0
"DTX3",-0.3079
"DTX3L",0
"DTX4",-0.3423
"DTYMK",0
"DUOX1",0
"DUOX2",0
"DUOXA1",0
"DUOXA2",0
"DUPD1",0
"DUS1L",0
"DUS2",0
"DUS2L",-0.6044
"DUS3L",0
"DUS4L",0
"DUSP1",-0.5685
"DUSP10",-0.3561
"DUSP10",-0.2438
"DUSP12",0
"DUSP13",0.4485
"DUSP14",0
"DUSP15",0
"DUSP16",0
"DUSP18",0
"DUSP19",0
"DUSP2",0.2188
"DUSP2",-0.1625
"DUSP21",0
"DUSP22",0
"DUSP23",0
"DUSP26",0
"DUSP27",0
"DUSP28",0
"DUSP3",0
"DUSP4",-0.093
"DUSP5",0.7117
"DUSP6",-0.3082
"DUSP7",0
"DUSP8",0
"DUSP9",0
"DUT",0
"DUX1",0
"DUX2",0
"DUX3",-0.3604
"DUX4",0
"DUX4L2",0
"DUX4L24",0
"DUX4L3",0
"DUX4L4",0
"DUX4L5",0
"DUX4L6",0
"DUX4L7",0
"DUXA",0
"DVL1",-0.1166
"DVL1",1.148
"DVL2",0
"DVL3",0.0657
"DVL3",-0.1133
"DVS27",0
"DXO",0
"DXS6984E",0
"DXS9879E",0
"DYDC1",0
"DYDC2",0
"DYM",-0.2525
"DYM",-0.1383
"DY0.0P",0
"DYNC1H1",0
"DYNC1I1",0.2374
"DYNC1I1",-0.0221
"DYNC1I2",0
"DYNC1LI1",0
"DYNC1LI2",0
"DYNC2H1",-0.09
"DYNC2H1",-0.0858
"DYNC2LI1",0
"DYNLL1",0.121
"DYNLL1",0.1376
"DYNLL1-AS1",0
"DYNLL2",0
"DYNLRB1",0
"DYNLRB2",0
"DYNLT1",0
"DYNLT3",0
"DYRK1A",0
"DYRK1B",-0.39
"DYRK2",0
"DYRK3",0.0305
"DYRK3",0.4598
"DYRK4",1.115
"DYSF",-0.0235
"DYSF",-0.8571
"dystrophin",0
"DYTN",0
"DYX1C1",0
"DZANK1",0
"DZIP1",0
"DZIP1L",0
"DZIP3",0
"E2F1",2.1886
"E2F2",-0.6813
"E2F2",0.0845
"E2F3",-0.3355
"E2F4",-1.8575
"E2F4",0.2299
"E2F5",-0.4951
"E2F6",-0.1937
"E2F7",0.7892
"E2F8",-0.0172
"E2IG3",0
"E2IG4",0
"E2IG5",0
"E2k",0
"E4F1",0.443
"EAA3",0
"Eab1",0
"EAF1",-0.421
"EAF1",-0.1702
"EAF1",0.0723
"EAF1-AS1",0
"EAF2",-1.0995
"EAP30",0
"EAPP",0
"EARS2",0
"EB386378",0
"EBAG9",0
"EBF",0
"EBF1",0.0259
"EBF2",-0.0723
"EBF3",-0.0146
"EBF3",0.0109
"EBF4",0
"EBI3",0.1517
"EBI3",-0.8106
"EBLN2",0
"EB0.01BP2",0
"EBP",0
"EBP1",0
"EBPL",0
"EC45",0
"ECAC1",0
"ECD",-0.1133
"ECE1",0
"ECE2",0
"ECEL1",0
"ECH1",0
"ECHDC1",0
"ECHDC2",0
"ECHDC3",0
"ECHS1",0
"ECI1",0
"ECI2",0
"ECM1",0
"ECM2",0
"ECOP",-0.4147
"ECRG4",0
"ECSCR",0
"ECSIT",-2.5992
"ECT2",-0.4253
"ECT2",-0.181
"ECT2",-0.0972
"ECT2L",0
"ED1",0
"EDA",-0.0302
"EDA",-0.4033
"EDA2R",-0.3533
"EDAG",0
"EDAR",0
"EDARADD",0
"EDC3",0
"EDC4",0
"EDD",0
"EDDM3A",0
"EDDM3B",0
"EDEM1",0.2846
"EDEM1",-0.4883
"EDEM2",0
"EDEM3",0
"EDF1",0.1109
"EDG1",-0.5517
"EDG3",0
"EDG4",-0.3622
"EDG5",0
"EDG6",0
"EDG7",1.2949
"EDG7",0.0502
"EDG7",0.9948
"EDG8",0.1036
"EDG8",0.0673
"EDIL3",0
"EDN1",0.9579
"EDN2",-0.2146
"EDN3",0
"EDNRA",0.3647
"EDNRA",0.1015
"EDNRB",0
"EDR1",0
"EDRF1",0
"EEA1",1.0803
"EEA1",-0.1567
"EED",-0.0957
"EEF1A1",0
"EEF1A1L14",0
"EEF1A2",0
"EEF1AKMT1",0
"EEF1B2",0
"EEF1D",-0.1263
"EEF1D",-0.0927
"EEF1E1",-0.1134
"EEF1G",0
"EEF2",-0.091
"EEF2K",0
"EEF2KMT",0
"EEFSEC",0
"EEN-B2-L4",0
"EEPD1",0
"EFCAB1",0
"EFCAB10",0
"EFCAB11",0
"EFCAB12",0
"EFCAB13",0
"EFCAB14",0
"EFCAB2",0
"EFCAB3",0
"EFCAB6",0
"EFCAB7",0
"EFCAB9",0
"EFCC1",0
"EFEMP1",-0.1051
"EFEMP2",0
"EFHA1",0.1172
"EFHB",0
"EFHC1",0.3652
"EFHC2",0
"EFHD1",0
"EFHD2",-0.2306
"EFHD2",-0.0106
"EFL1",0
"EF0.01",0.3003
"EF0.01",-0.2634
"EF0.02",0.2702
"EF0.03",-0.1825
"EF0.04",0
"EF0.05",-0.3612
"EF0.05",-0.0061
"EFNB1",-0.3571
"EFNB2",-0.5264
"EFNB2",1.1032
"EFNB3",0
"EFR3A",0
"EFR3B",0
"EFS",-0.5257
"EFTUD2",0
"EGF",-0.5102
"EGFL6",0
"EGFL7",-0.2263
"EGFL8",0
"EGFLAM",0
"EGFR",0
"EGLN1",-0.2852
"EGLN1",-2.4116
"EGLN2",0
"EGLN3",-0.2271
"EGR1",0.4022
"EGR2",0.058
"EGR3",-0.2924
"EGR4",0.0226
"EHBP1",0
"EHBP1L1",0
"EHD1",-0.0623
"EHD2",0
"EHD3",-0.2255
"EHD4",1.7454
"EHF",0.2062
"EHHADH",0
"EHM2",0
"EHMT1",-0.2278
"EHMT1",-0.4123
"EHMT1-IT1",0
"EHMT2",0.6995
"EHMT2",0.3705
"EHMT2",0.2255
"EI24",-0.1175
"EID1",-0.1835
"EID2",-0.4312
"EID2B",0.2023
"EID3",0.0122
"EIF1",-0.0783
"EIF1",-0.0911
"EIF1AD",0
"EIF1AX",0
"EIF1AY",0
"EIF1B",0
"EIF2A",0
"EIF2AK1",0
"EIF2AK2",0.3606
"EIF2AK2",-0.066
"EIF2AK3",-0.0106
"EIF2AK4",0
"EIF2B1",0
"EIF2B2",0
"EIF2B3",0
"EIF2B4",0
"EIF2B5",-0.4859
"EIF2C1",0.152
"EIF2C1",1.2339
"EIF2C2",-3.2041
"EIF2C3",0.1493
"EIF2C4",-0.256
"EIF2C4",-0.1246
"EIF2D",0
"EIF2S1",0
"EIF2S2",0
"EIF2S3",0
"eIF3",0
"EIF3A",0
"EIF3B",0
"EIF3C",0
"EIF3CL",0
"EIF3D",0
"EIF3E",0
"EIF3F",0
"EIF3G",0
"EIF3H",0
"EIF3I",0
"EIF3J",0
"EIF3K",0
"EIF3L",0
"EIF3M",0
"EIF3S1",-0.1073
"EIF3S10",-0.1712
"EIF3S12",0.0206
"EIF3S12",-0.2041
"EIF3S8",-0.0606
