"Gene","OVOL1"
"CIDEC",0
"CIDECP",0
"CIITA",-0.1855
"CIITA",-0.0753
"CILP2",0
"CIN85",0
"CINP",0
"CIP29",-0.0614
"CIP29",-0.1849
"CIPC",0
"CIR",-0.3419
"CIR1",0
"CIRBP",0.7069
"CIRBP",-0.7807
"CIRBP",-0.5076
"CIS4",0
"CISD1",0
"CISD2",0
"CISD3",0
"CISH",0
"CIT",-1.9722
"CITED1",-0.2616
"CITED2",-0.3321
"CITED4",-0.3625
"CITED4",0.4961
"CIZ1",0
"CK570365",0
"CKAP2",0
"CKAP2L",0.5084
"CKAP4",0
"CKAP5",0.0707
"CKAP5",-0.5649
"CKB",-0.4904
"CKB",1.9202
"CKLF",-0.1019
"CKLF-CMTM1",0
"CKLF1",0
"CKM",0
"CKMT1A",0
"CKMT1B",0
"CKMT2",0
"CKS1B",-2.3551
"CKS1BP6",0
"CKS2",-0.1894
"CKTSF1B1",0
"CL25022",0
"clarp",0
"CLASP1",-0.0323
"CLASP2",0.1299
"CLASP2",0.4356
"CLASPIN",0
"CLAX",0
"CLC",0
"CLCA1",0
"CLCA2",0.2045
"CLCA3",0
"CLCA3P",0
"CLCA4",0
"CLCC1",0
"CLCF1",-0.6092
"CLCN1",-0.0078
"CLCN2",-0.2835
"CLCN3",0.0462
"CLCN3",-0.0216
"CLCN4",0
"CLCN5",0.4625
"CLCN6",0
"CLCN7",-0.0802
"CLCNKA",0
"CLCNKB",0
"CLDN1",1.2395
"CLDN1",0.3169
"CLDN10",0
"CLDN11",0
"CLDN12",-1.4947
"CLDN12",0.0999
"CLDN14",0
"CLDN15",0
"CLDN16",-0.1495
"CLDN17",0
"CLDN18",0
"CLDN19",0
"CLDN2",0
"CLDN20",0
"CLDN22",0
"CLDN23",0
"CLDN25",0
"CLDN3",0.1702
"CLDN3",-0.2154
"CLDN34",0
"CLDN4",-4.6343
"CLDN5",0
"CLDN6",0
"CLDN7",0.4297
"CLDN8",0
"CLDN9",0
"CLDND1",0
"CLDND2",0
"CLEC10A",0
"CLEC11A",0
"CLEC12A",0
"CLEC12B",0
"CLEC14A",0
"CLEC16A",0
"CLEC17A",0
"CLEC18A",0
"CLEC18B",0
"CLEC18C",0
"CLEC1A",0.0517
"CLEC1B",0
"CLEC2A",0
"CLEC2B",0
"CLEC2D",0.3403
"CLEC2D",0.0748
"CLEC2D",0.1488
"CLEC2L",0
"CLEC3A",0
"CLEC3B",0
"CLEC4A",0
"CLEC4C",0
"CLEC4D",0
"CLEC4E",0.1443
"CLEC4F",0
"CLEC4G",0.7169
"CLEC4M",0.7609
"CLEC4M",-0.343
"CLEC5A",0
"CLEC6A",0
"CLEC7A",0
"CLEC9A",0
"CLECL1",0
"CLECSF5",0
"CLECSF6",0
"CLECSF9",0
"CLG01",0
"CLGN",0
"CLHC1",0
"CLIC1",0
"CLIC2",0
"CLIC3",0.1525
"CLIC4",0
"CLIC5",0
"CLIC6",0
"CLINT1",0
"CLIP1",0
"CLIP2",0
"CLIP3",0
"CLIP4",0
"CLIPR-59",-0.3887
"CLK1",0
"CLK2",0
"CLK2P1",0
"CLK3",0
"CLK4",0
"CLLU1",0
"CLLU1OS",0
"CLMN",0
"CLMP",0
"CLN3",0
"CLN6",0.8023
"CLN8",0
"CLNK",0
"CLNS1A",0
"CLOCK",-0.3379
"CLP1",0
"CLPB",0
"CLPP",0
"CLPS",0
"CLPSL1",0
"CLPSL2",0
"CLPTM1",0
"CLPTM1L",0.1697
"CLPX",0
"CLRN1",0
"CLRN2",0
"CLRN3",0
"CLSP",0
"CLSPN",-0.1033
"CLST11240",0
"CLSTN1",0
"CLSTN2",0
"CLSTN3",0
"CLTA",0
"CLTB",0
"CLTC",-0.0145
"CLTCL1",-0.236
"CLU",0
"CLUAP1",0
"CLUH",0
"CLUL1",0.1163
"CLVS1",0
"CLVS2",0
"CLYBL",-0.3721
"CMA1",0
"CMAH",-0.0534
"CMAR",0
"CMAS",0
"CMBL",0.154
"CMC1",0
"CMC2",0
"CMC4",0
"CMIP",0
"CMKLR1",0
"CML2",0
"CMPK1",0
"CMPK2",0
"CMRF35",0
"CMSS1",0
"CMTM1",0.1279
"CMTM2",0
"CMTM3",0
"CMTM4",0
"CMTM5",0
"CMTM6",0
"CMTM7",0
"CMTM8",0
"CMTR1",0
"CMTR2",0
"CMYA5",0
"CN294989",0
"CN312045",0
"CNBD1",0
"CNBD2",0
"CNBP",0.1575
"CNCG2",0
"CNDP1",0
"CNDP2",-7.3134
"CNDP2",0.3406
"CNEP1R1",0
"CNFN",0
"CNGA1",0
"CNGA2",0
"CNGA3",0
"CNGA4",0
"CNGB1",0
"CNGB3",0
"CNIH1",0
"CNIH2",0
"CNIH3",0.1101
"CNIH4",0
"CNKSR1",0
"CNKSR2",0
"CNKSR3",0
"CNN1",0
"CNN2",0
"CNN3",0
"CNNM1",-0.0117
"CNNM2",0
"CNNM3",0
"CNNM4",-0.483
"CNOT1",0.0655
"CNOT1",-0.7103
"CNOT10",0
"CNOT11",0
"CNOT2",-0.2698
"CNOT2",-1.2271
"CNOT3",0.0377
"CNOT4",0.6328
"CNOT4",0.3751
"CNOT6",0.8167
"CNOT6",-1.8825
"CNOT6L",-0.0104
"CNOT7",-0.1559
"CNOT8",5.5327
"CNOT9",0
"CNP",0
"CNPPD1",0
"CNPY1",0
"CNPY2",0
"CNPY3",0
"CNPY4",0
"CNR1",-0.5593
"CNR1",0.1294
"CNR2",0
"CNRIP1",0
"CNST",0
"CNT3",0
"CNTD1",0
"CNTD2",0
"CNTF",0
"CNTFR",0
"CNTLN",0
"CNTN1",-0.0497
"CNTN2",0
"CNTN3",0
"CNTN4",0
"CNTN5",0
"CNTN6",0
"CNT0.0P1",-0.5533
"CNT0.0P2",0
"CNT0.0P3",0
"CNT0.0P3B",0
"CNT0.0P4",0
"CNT0.0P5",0
"CNTRL",0
"CNTROB",0
"COA1",0
"COA3",0
"COA4",0
"COA5",0
"COA6",0
"COA7",0
"COASY",0
"COBL",-0.0563
"COBL",-0.1771
"COBLL1",0.1432
"COBLL1",0.2503
"COBRA1",-0.0767
"COCH",0.3378
"COCH",0.0525
"COG1",0
"COG2",0.0559
"COG2",-0.4158
"COG3",0
"COG4",-0.6218
"COG5",-0.1606
"COG6",0
"COG7",-0.0656
"COG8",0
"COIL",0
"COL10A1",0
"COL11A1",0
"COL11A2",0
"COL12A1",0
"COL13A1",0.2853
"COL14A1",0.0354
"COL14A1",-0.2358
"COL15A1",0
"COL16A1",0
"COL17A1",0
"COL18A1",0
"COL19A1",0
"COL1A1",0
"COL1A2",0
"COL20A1",0
"COL21A1",0
"COL22A1",0
"COL23A1",0
"COL24A1",0
"COL25A1",0
"COL26A1",0
"COL27A1",0
"COL28A1",0
"COL2A1",-0.2975
"COL3A1",-0.1037
"COL3A1",-0.0096
"COL4A1",0
"COL4A2",0
"COL4A3",0
"COL4A3BP",0
"COL4A4",0
"COL4A5",-1.0918
"COL4A5",-0.0142
"COL4A6",-0.0075
"COL4A6",-0.3098
"COL5A1",0.4252
"COL5A1",0.0088
"COL5A2",0
"COL5A3",0
"COL6A1",0
"COL6A2",0
"COL6A3",0
"COL6A6",0
"COL7A1",0
"COL8A1",0
"COL8A2",0.202
"COL9A1",0
"COL9A2",0
"COL9A3",0
"COLCA2",0
"COLEC10",0
"COLEC11",0
"COLEC12",0.1477
"COLGALT1",0
"COLGALT2",0
"COLQ",0
"COM1",0
"COMMD1",0
"COMMD10",-0.7054
"COMMD2",0
"COMMD3",0
"COMMD4",0
"COMMD5",0
"COMMD6",0
"COMMD7",1.3959
"COMMD7",-0.3776
"COMMD8",0
"COMMD9",0
"COMP",-0.1758
"COMP",-0.1048
"COMT",0.2614
"COMTD1",0
"COPA",-0.3375
"COPA",-2.6231
"COPB1",0
"COPB2",-0.0664
"COPE",0
"COPG",-0.079
"COPG1",0
"COPG2",0
"COPRS",0
"COPS2",0.1938
"COPS3",0
"COPS4",0.0497
"COPS4",0.0683
"COPS5",0
"COPS6",-0.0796
"COPS7A",0
"COPS7B",0
"COPS8",0
"COPS9",0
"COPZ1",0
"COPZ2",0
"COQ10A",0
"COQ10B",0.0822
"COQ10B",-0.6319
"COQ2",0
"COQ3",0
"COQ4",0
"COQ5",-0.063
"COQ6",-0.8238
"COQ7",-0.1926
"COQ7",0.1963
"COQ8A",0
"COQ8B",0
"COQ9",0
"CORIN",0
"CORO1A",0
"CORO1B",0
"CORO1C",0.0077
"CORO1C",0.2428
"CORO2A",0
"CORO2B",0
"CORO6",0
"CORO7",0
"CORT",0
"COTL1",0
"COVA1",-0.4739
"COVA1",-1.8485
"COX1",0
"COX10",0
"COX11",0
"COX14",0
"COX15",0.0419
"COX15",-2.8858
"COX16",0
"COX17",-0.2814
"COX18",-0.0306
"COX18",-0.0265
"COX19",0
"COX2",0
"COX20",0
"COX4I1",-0.2349
"COX4I1",-0.1367
"COX4I2",0
"COX5A",-0.1
"COX5A",-0.4515
"COX5B",0
"COX6A1",0
"COX6A2",0
"COX6B1",-0.0306
"COX6B2",0
"COX6C",0
"COX7A1",0
"COX7A2",-0.0511
"COX7A2L",0.1108
"COX7B",0.1716
"COX7B",-0.3489
"COX7B2",0
"COX7C",-0.109
"COX8A",0
"COX8C",0
"CP",0
"CP110",0
"CPA1",0
"CPA2",0
"CPA3",0
"CPA4",0
"CPA5",0
"CPA6",0.0877
"CPA6",0.0557
"CPAH",0
"CPAMD8",0
"CPAP",0
"CPB1",0
"CPB2",0
"CPD",0
"CPE",0
"CPEB1",0
"CPEB2",-0.3205
"CPEB2",0.2845
"CPEB3",0
"CPEB4",0
"CPED1",0
"CPF",0
"cPLA2",0
"cPLA2 gamma",0
"CPLX1",0
"CPLX2",0
"CPLX3",0
"CPLX4",0
"CPM",0
"CPN1",0
"CPN2",0
"CPNE1",0
"CPNE2",0
"CPNE3",0
"CPNE4",0
"CPNE5",0
"CPNE6",-0.5213
"CPNE6",-0.0689
"CPNE7",0
"CPNE8",-0.0378
"CPNE8",0.1168
"CPNE9",0
"CPO",0
"CPOX",-0.3766
"CPPED1",0
"CPQ",0
"CPR2",0
"CPR8",0
"CPS1",0.0664
"CPSF1",0
"CPSF2",0
"CPSF3",0
"CPSF3L",-0.1505
"CPSF3L",-0.1263
"CPSF4",0
"CPSF4L",0
"CPSF6",0
"CPSF7",0
"CPT1A",0
"CPT1B",0
"CPT1C",0
"CPT2",-0.8558
"CPTP",0
"CPVL",0.0466
"CPX-1",0
"CPXCR1",0
"CPXM1",0
"CPXM2",0
"CPZ",0
"CR1",0
"CR1L",0
"CR2",0
"CR590573",0
"CR592318",0
"CR597260",0
"CR601260",0
"CR602022",0
"CR602075",0
"CR603951",0
"CR609843",0
"CR609948",0
"CR610181",0
"CR610211",0
"CR611122",0
"CR611332",0
"CR617556",0
"CR622072",0
"CR624517",0
"CR626729",0
"CR749547",0
"CR749652",0
"CRABP1",0
"CRABP2",0.277
"CRACR2A",0
"CRACR2B",0
"CRADD",-3.1928
"CRAM-A",0
"CRAMP1",0
"CRAMP1L",-0.3909
"CRAMP1L",-0.8992
"CRARF",0
"CRAT",0
"CRB1",0
"CRB2",0.0012
"CRB3",0
"CRBN",0
"CRCP",0
"CRCT1",-0.6942
"CRCT1",-0.5936
"Creb-rp",0
"CREB1",0.0475
"CREB1",-0.211
"CREB3",-0.061
"CREB3L1",-1.3705
"CREB3L2",0
"CREB3L3",-0.479
"CREB3L3",-0.4422
"CREB3L4",-0.8626
"CREB5",-0.359
"CREB5",-0.04
"CREBBP",0.3969
"CREBBP",0.0915
"CREBL1",0.1212
"CREBL2",-0.4475
"CREBL2",0.3247
"CREBRF",0
"CREBZF",-0.5396
"CREG1",2.7642
"CREG2",0
"CRELD2",-0.089
"CREM",0.327
"CREM",-0.1521
"CRH",0
"CRH2R",0
"CRHBP",0
"CRHR1",0
"CRHR1-IT1-CRHR1",0
"CRHR2",0
"CRHSP-24",0
"CRIM1",0
"CRIP1",0
"CRIP2",0
"CRIP3",0
"CRIPAK",0.0107
"CRIPT",0
"CRISP-1delta",0
"CRISP1",0
"CRISP2",-0.2327
"CRISP3",0
"CRISPLD1",0
"CRISPLD2",-0.111
"CRISPLD2",-0.0325
"CRISPLD2",-0.1594
"CRK",-0.5112
"CRKL",0
"CrkRS",0
"CRKRS",-0.1732
"CRLF1",0
"CRLF2",0
"CRLF3",0
"CRLS1",0
"CRMP1",0
"CRNDE",0
"CRNKL1",0
"CRNN",-0.3423
"CROCC",0
"CROT",0.0064
"CRP",0
"CRR9",0
"CRSP2",-0.038
"CRSP2",0.1109
"CRSP3",-0.0596
"CRSP3",-0.1141
"CRSP6",-0.3166
"CRSP6",-0.2475
"CRSP7",-2.7955
"CRSP7",-0.1897
"CRSP8",-0.2101
"CRSP9",0.294
"CRTAC1",0
"CRTAM",0
"CRTAP",0
"CRTC1",-0.3138
"CRTC1",-0.1798
"CRTC2",-0.0157
"CRTC2",-0.419
"CRTC3",-0.1755
"CRTM",0
"CRX",-0.1982
"CRY1",-0.069
"CRY1",-0.0282
"CRY2",-0.166
"CRY2",0.438
"CRY2",0.2807
"CRYAA",-0.123
"CRYAB",1.6279
"CRYBA1",0
"CRYBA2",0
"CRYBA4",-0.2061
"CRYBB1",0
"CRYBB2",0
"CRYBB2P1",0
"CRYBB3",0
"CRYGA",0
"CRYGB",0
"CRYGC",0
"CRYGD",0.0274
"CRYGD",-0.6192
"CRYGN",0
"CRYGS",0
"CRYL1",-1.6363
"CRYM",-0.0725
"CRYZ",0.398
"CRYZL1",0
"CS",0
"CS-1",0
"CS2",0
"CSAD",0
"CSAG1",0
"CSAG3",0
"CSBP",0
"CSDA",0.532
"CSDC2",-0.2631
"CSDC2",-0.5682
"CSDE1",0.5653
"CSDUFD1",0
"CSE1",0
"CSE1L",0
"CSF1",0
"CSF1R",0
"CSF2",-0.0678
"CSF2RA",-0.0944
"CSF2RA",0.0925
"CSF2RB",0
"CSF3",0
"CSF3R",0
"CSGAL0.0CT1",0
"CSGAL0.0CT2",0
"CSH1",0
"CSH2",0
"CSHL1",0
"CSK",-0.0447
"CSL4",0
"CSMD1",0
"CSMD2",0
"CSMD3",0
"CSN1",0
"CSN10",0
"CSN1S1",0
"CSN2",-0.2283
"CSN3",0
"CSNK1A1",1.4719
"CSNK1A1",0.1373
"CSNK1A1L",0
"CSNK1D",-0.4875
"CSNK1D",0.0247
"CSNK1E",1.0463
"CSNK1E",-0.1066
"CSNK1G1",-0.2992
"CSNK1G1",-0.3026
"CSNK1G1L",0
"CSNK1G2",-1.9933
"CSNK1G2",0.2851
"CSNK1G3",0
"CSNK2A1",0
"CSNK2A2",0
"CSNK2B",0
"CSPG2",-0.0031
"CSPG4",0
"CSPG4P1Y",0
"CSPG5",-0.0471
"CSPP1",0
"CSR1",0
"CSR2",0
"CSRNP1",0
"CSRNP2",0
"CSRNP3",0
"CSRP1",0
"CSRP2",0
"CSRP3",0
"CST1",0
"CST11",0
"CST2",0
"CST3",0
"CST4",0
"CST5",0
"CST6",0.5787
"CST7",0
"CST8",0
"CST9",0
"CST9L",0
"CSTA",-0.029
"CSTB",0
"CSTF1",0
"CSTF2",0
"CSTF2T",0
"CSTF3",0
"CSTL1",-0.2953
"CSX",0
"CT45A1",0
"CT45A2",0
"CT45A3",0
"CT45A5",0
"CT47A10",0
"CT47A11",0
"CT47B1",0
"CT55",0
"CT62",0
"CT83",0
"CTAG1B",0
"CTAG2",0
"CTAGE-1",0
"CTAGE1",0
"CTAGE15",0
"CTAGE4",0
"CTAGE5",0
"CTAGE6",0
"CTAGE9",0
"CTBP1",-4.3272
"CTBP1",0.1022
"CTBP2",-0.1232
"CTBS",0.2916
"CTBS",0.2732
"CTC1",0
"CTCF",-0.1995
"CTCF",-0.4096
"CTCFL",0.1353
"CTD6",0
"CTDNEP1",0
"CTDP1",0
"CTDSP1",0.0981
"CTDSP1",-0.5261
"CTDSP2",-0.2568
"CTDSPL",-1.1135
"CTDSPL",-0.1302
"CTDSPL2",0
"CTF1",0
"CTG26",0
"CTGF",-1.0336
"CTGLF4",0.0491
"CTGLF4",0.3404
"CTGLF5",-0.3318
"CTH",-1.1985
"CTHRC1",0
"CTIF",0
"CTLA-4",0
"CTLA4",0
"CTLA8",0
"CTN0.01",0
"CTN0.02",0
"CTN0.03",0
"CTN0.0L1",0
"CTNNB1",1.0774
"CTNNB1",-0.2646
"CTNNBIP1",0.008
"CTNNBL1",0
"CTNND1",-0.9754
"CTNND1",-0.046
"CTNND2",0.0425
"CTNND2",-0.0262
"CTNS",-0.5378
"CTPS",0.0161
"CTPS1",0
"CTPS2",-0.1033
"CTR9",0.5648
"CTRB2",0
"CTRC",0
"CTRL",0
"CTRP2",0
"CTRP3",0
"CTRP4",0
"CTRP5",0
"CTRP6",0
"CTRP7",0
"CTSA",0
"CTSB",0.3529
"CTSB",0.4724
"CTSB",-0.3824
"CTSC",-0.2441
"CTSC",0.005
"CTSD",0
"CTSE",0
"CTSF",0.679
"CTSG",0
"CTSH",0
"CTSK",0.2875
"CTSL",-0.0547
"CTSL2",-0.0401
"CTSL3P",0
"CTSO",0.0171
"CTSS",-0.189
"CTSS",0.0678
"CTSU",0
"CTSV",0
"CTSW",0
"CTSZ",0
"CTTN",1.0959
"CTTNBP2",0
"CTTNBP2NL",0
"CTU1",0
"CTU2",0
"CTXL",0
"CTXN1",-0.088
"CTXN2",0
"CTXN3",0
"CU677925",0
"CU678505",0
"CU678563",0
"CU680663",0
"CU686711",0
"CU687247",0
"CU690321",0
"CU692129",0
"CUBN",0
"CUEDC1",0
"CUEDC2",-0.5981
"CUEDC2",1.4666
"CUGBP1",0.0177
"CUGBP1",0.0645
"CUL1",0
"CUL2",0
"CUL3",0
"CUL4A",0
"CUL4B",0
"CUL5",0
"CUL7",0
"CUL9",0
"CUTA",-0.1964
"CUTC",0
"CUTL1",-0.1152
"CUTL1",0.5318
"CUTL2",0.1389
"CUX1",0
"CUX2",0
"CUZD1",0
"CV800149",0
"CWC15",0
"CWC22",0
"CWC25",0
"CWC27",0
"CWF19L1",0
"CWF19L2",0
"CWH43",0
"CX164944",0
"CX165016",0
"CX36",0
"CX3CL1",-0.3218
"CX3CL1",-0.0823
"CX3CL1",0.1117
"CX3CR1",0
"CX46.6",0
"CX783461",0
"CXADR",0
"CXADRP2",0
"CXADRP3",0
"CXCL1",0.0166
"CXCL10",0.1751
"CXCL11",0.0692
"CXCL11",0.2932
"CXCL12",0
"CXCL13",0
"CXCL14",-0.4244
"CXCL16",0
"CXCL17",0
"CXCL2",-1.2126
"CXCL2",-1.5297
"CXCL3",0
"CXCL5",-1.4878
"CXCL5",-1.099
"CXCL6",0
"CXCL8",0
"CXCL9",0
"CXCR1",0
"CXCR2",0
"CXCR3",0
"CXCR4",0
"CXCR5",0
"CXCR6",0
"CXCR7",3.6797
"CXORF1",0
"CXORF2",0
"CXorf21",0
"CXorf23",0
"CXorf34",-0.462
"CXorf36",0
"CXorf38",-3.8444
"CXorf38",0.1221
"CXorf40A",0
"CXorf40B",0
"CXorf43",-0.0569
"CXorf45",0.4187
"CXorf56",0
"CXorf57",0
"CXorf58",0
"CXorf6",0.0692
"CXorf61",0
"CXorf65",0
"CXorf66",0
"CXorf67",0
"CXXC1",0.9924
"CXXC1P1",0
"CXXC4",0
"CXXC5",-1.2847
"CXXC5",-0.5485
"CXYorf2",-0.1043
"CYB5",0
"CYB561",-0.2542
"CYB561",5.057
"CYB561",-0.1719
"CYB561A3",0
"CYB561D1",0
"CYB561D2",0
"CYB5A",0.3244
"CYB5B",0
"CYB5D1",0
"CYB5D2",-0.174
"CYB5D2",-0.4261
"CYB5R1",0.1922
"CYB5R2",0
"CYB5R3",0
"CYB5R4",0
"CYB5RL",0
"CYBA",0
"CYBASC3",0
"CYBB",0
"CYBRD1",0.5922
"CYBRD1",1.6575
"CYC1",0
"CYCL",0
"CYCS",0
"CYFIP1",0.332
"CYFIP2",-0.0315
"CYFIP2",-0.209
"CYGB",-0.2591
"CYHR1",0.6236
"CYHR1",-0.5115
"CYLC1",0
"CYLC2",0
"CYLD",0
"CYLN2",-0.1494
"CYP-33",0
"CYP 2C",0
"CYP11A1",0
"CYP11B1",0
"CYP11B2",0
"CYP17A1",-0.8378
"CYP19A1",0
"CYP1A1",-0.9857
"CYP1A2",0
"CYP1B1",-10.9739
"CYP20A1",-0.2335
"CYP21",0
"CYP21A2",0
"CYP24",0
"CYP24A1",0
"CYP26A1",0
"CYP26B1",-0.1582
"CYP26B1",0.2706
"CYP26C1",0
"CYP27A1",0
"CYP27B1",0
"CYP27C1",0
"CYP2A13",0
"CYP2A6",-0.1538
"CYP2A7",0
"CYP2A7PC",0
"CYP2A7PT",0
"CYP2B",0
"CYP2B6",0
"CYP2C",0
"CYP2C18",0
"CYP2C19",0
"CYP2C8",-0.0176
"CYP2C9",0
"CYP2D6",0
"CYP2E1",0
"CYP2F1",0
"CYP2J2",0
"CYP2R1",0
"CYP2S1",0
"CYP2U1",0
"CYP2W1",0.0939
"CYP39A1",0
"CYP3A3",0
"CYP3A4",0
"CYP3A43",0
"CYP3A5",0.4626
"CYP3A7",0
"CYP46",0
"CYP46A1",0
"CYP4A11",0
"CYP4A22",0
"CYP4B1",0
"CYP4F11",0
"CYP4F12",0
"CYP4F2",0
"CYP4F22",0
"CYP4F3",0
"CYP4F30P",0
"CYP4F8",0
"CYP4V2",-0.4172
"CYP4V2",-0.0021
"CYP4X1",0
"CYP4Z1",0
"CYP51A1",-0.2164
"CYP7A1",0
"CYP7B1",0
"CYP8A1",0
"CYP8B1",0
"CYR61",0.0666
"CYR61",0.1837
"CYR61",0.0366
"CYS1",0
"CYSLT1",0
"CYSLTR1",0
"CYSLTR2",0
"CYSRT1",0
"CYSTM1",0
"CYTB",0
"CYTH1",0
"CYTH2",0
"CYTH3",0
"CYTH4",0
"CYTIP",0
"CYTL1",-0.3115
"CYYR1",0.1948
"CYYR1",0.1125
"D1S155E",0
"D2 dopamine receptor",0
"D21S2056E",-0.0888
"D21S2056E",-0.1301
"D2HGDH",0
"D4S234E",-0.1155
"D6S49E",0
"D6S51E",0
"DA093175",0
"DA116424",0
"DA240028",0
"DAAM1",0
"DAAM2",0
"DAB1",-0.7122
"DAB2",0.0151
"DAB2IP",0
"DACH1",0.1151
"DACH2",0.1497
"DACT1",-0.0637
"DACT1",-0.4694
"DACT2",0
"DACT3",0
"DAD1",0
"DAGK1",0
"DAGLA",0
"DAGLB",0
"DAK",-0.0851
"DALRD3",-0.6256
"DAMS",0
"DAND5",0
"DANT2",0
"DAO",0
"DAOA",0
"DAP",0
"DAP3",0
"DAP4",0
"DAPK1",-0.3044
"DAPK1",-0.2928
"DAPK2",0
"DAPK3",-0.5953
"DAPL1",0
"DAPP1",-2.3423
"DARS",0
"DARS2",0
"DATF1",0
"DAW1",0
"DAXX",-1.5044
"DAZ",0
"DAZ1",0
"DAZ2",0
"DAZ3",0
"DAZ4",0
"DAZAP1",0
"DAZAP2",-0.2448
"DAZL",0
"db",0
"DB111455",0
"DB524600",0
"DBC2",0
"DBF4",0
"DBF4B",0
"DBH",0
"DBI",0.0098
"DBN1",-0.2231
"DBN1",-0.3301
"DBNDD1",-0.2636
"DBNDD2",0
"DBNL",0
"DBP",-0.009
"DBP-5",0
"DBR1",-0.2567
"DBT",-0.0539
"DBT",-0.2401
"DBT",-0.1757
"DBX1",0
"DBX2",0.1019
"DC1",0
"DC10",0
"DC11",0
"DC13",0
"DC2",0
"DC3",0
"DC42",0
"DC50",0
"DC6",0
"DC8",0
"DC9",0
"DCAF1",0
"DCAF10",0
"DCAF11",0
"DCAF12",0
"DCAF12L1",0
"DCAF12L2",0
"DCAF13",0
"DCAF15",0
"DCAF16",0
"DCAF17",0
"DCAF4",0
"DCAF4L1",0
"DCAF4L2",0
"DCAF5",0
"DCAF6",0
"DCAF7",0
"DCAF8",0
"DCAF8L1",0
"DCAF8L2",0
"DCAKD",0
"DCANP1",0
"DCBLD1",-0.3654
"DCBLD1",-0.7353
"DCBLD2",0
"DCC",0
"DCC1",0.2016
"DCD",-0.1626
"DCDC1",0
"DCDC2",0
"DCDC2B",0
"DCHS1",0
"DCHS2",0
"DCK",-0.6377
"DCK",-0.1463
"DCLK2",0
"DCLK3",0
"DCLRE1A",0
"DCLRE1B",-0.1078
"DCLRE1C",-0.1175
"DCLRE1C",-0.2078
"DCN",-0.7312
"DCP1B",0
"DCP2",0
"DCPS",0
"DcR1",0
"DCST1",-0.2416
"DCST2",0
"DCSTAMP",0
"DCT",0
"DCTD",0
"DCTN1",0.1693
"DCTN2",0
"DCTN3",0
"DCTN4",0.9031
"DCTN5",0
"DCTN6",0
"DCTPP1",0
"DCUN1D1",0
"DCUN1D2",0
"DCUN1D3",-1.1204
"DCUN1D4",-0.6257
"DCUN1D5",0
"DCX",0
"DCXR",0
"DD96",0
"DDA1",0
"DDAH1",-2.2482
"DDAH2",0
"DDB1",0
"DDB2",0
"DDB27",0
"DDC",0
"DDC-AS1",0
"DDEF1IT1",0
"DDEF2",0
"DDHD1",0
"DDHD2",0.0386
"DDHD2",-0.5353
"DDI1",0
"DDI2",0
"DDIAS",0
"DDIT3",0.0017
"DDIT4",0.1265
"DDIT4L",-0.5961
"DDN",0
"DDO",0
"DDOST",0
"DDR1",0
"DDR2",0
"DDRGK1",0
"DDT",0
"DDTL",0
"DDX1",0
"DDX10",0
"DDX11",0.186
"DDX11",0.1225
"DDX17",0.1136
"DDX17",-0.1105
"DDX18",0
"DDX19A",0
"DDX19B",0
"DDX20",-1.3763
"DDX21",0.2889
"DDX21",0.3287
"DDX23",0
"DDX24",0
"DDX25",0
"DDX26",0
"DDX26B",0
"DDX27",0
"DDX28",-0.4102
"DDX3",0
"DDX31",0
"DDX39",-0.0991
"DDX39A",0
"DDX39B",0
"DDX3X",0
"DDX3Y",0
"DDX4",0
"DDX41",0
"DDX42",0
"DDX43",0
"DDX46",0
"DDX47",-0.0638
"DDX49",0
"DDX5",0.0938
"DDX50",0
"DDX51",0
"DDX52",-2.2929
"DDX52",-0.674
"DDX52",-4.0403
"DDX53",0
"DDX54",-1.5016
"DDX54",-0.329
"DDX55",-0.5275
"DDX56",0
"DDX58",0
"DDX59",-0.3985
"DDX6",0
"DDX60",0
"DDX60L",0
"DDX7",0
"DDXBP1",0
"DEAF1",0.2106
"DEAF1",-1.4633
"43070.0000",0
"DECR1",0
"DECR2",0
"DEDD",-0.2162
"DEDD2",-0.6335
"DEF6",0
"DEF8",0
"DEFA1",0
"DEFA1B",0
"DEFA4",0
"DEFA5",0
"DEFA6",0
"DEFB1",0.0683
"DEFB103A",0
"DEFB103B",0
"DEFB104A",0
"DEFB104B",0
"DEFB105A",0
"DEFB105B",0
"DEFB106A",0
"DEFB106B",0
"DEFB107A",0
"DEFB108B",0
"DEFB109P1B",0
"DEFB110",0
"DEFB112",0
"DEFB113",0
"DEFB114",0
"DEFB115",0
"DEFB116",0
"DEFB118",0
"DEFB119",0
"DEFB121",0
"DEFB123",0
"DEFB124",0
"DEFB125",0
"DEFB126",-0.0676
"DEFB126",0.1232
"DEFB127",0
"DEFB128",0
"DEFB129",0
"DEFB130",0
"DEFB131",0
"DEFB132",0
"DEFB133",0
"DEFB134",0
"DEFB135",0
"DEFB136",0
"DEFB2",0
"DEFB4",0
"DEFB4A",0
"DEFB4B",0
"DEFT1P",0
"DEGS",0
"DEGS1",0
"DEGS2",0
"DEK",-0.1389
"DelGEF",0
"DELGEF",0
"DENND1A",-0.0235
"DENND1A",-0.0221
"DENND1A",1.6247
"DENND1B",0
"DENND1C",0
"DENND2A",0
"DENND2C",0.8643
"DENND2C",-0.2544
"DENND2C",-0.1293
"DENND2D",0.1523
"DENND2D",-1.9148
