"Gene","RUNX2"
"LIPM",0
"LIPN",0
"LIPT1",0
"LIPT2",0
"LIR-6",0
"LIS1",0
"LISCH7",0
"LITAF",-0.9883
"LIVIN",0
"LIX1",0
"LIX1L",0.0346
"LLGL2",0.5151
"LLGL2",-4.4597
"LLPH",0
"LLT1",0
"LMAN1",0
"LMAN1L",0
"LMAN2",0.2356
"LMAN2",0.0218
"LMAN2L",-1.9564
"LMBR1",-0.2306
"LMBR1",-0.5394
"LMBR1L",0
"LMBRD1",0
"LMBRD2",0
"LMCD1",-0.0741
"LMF1",0
"LMF2",0
"LMLN",0
"LM0.0",0
"LMNB1",0
"LMNB2",0
"LMNTD1",0
"LMNTD2",0
"LMO1",0
"LMO2",0.082
"LMO3",-0.0354
"LMO4",-0.416
"LMO6",0.2303
"LMO7",1.55
"LMO7",-3.333
"LMO7DN",0
"LMOD1",0
"LMOD2",0
"LMOD3",0
"LMP7",0
"LMTK2",0
"LMX1A",-0.1945
"LMX1B",-0.2346
"LNP1",0
"LNPEP",0
"LNPK",0
"LNX1",0
"LNX2",-0.019
"LNX2",-1.4677
"LOC100093631",0
"LOC100125556",0
"LOC100127891",0
"LOC100127955",0
"LOC100128108",0
"LOC100128364",0
"LOC100128439",0
"LOC100128653",0
"LOC100128737",0
"LOC100128760",0
"LOC100129034",0
"LOC100129113",0
"LOC100129406",0
"LOC100129484",0
"LOC100129785",0
"LOC100130401",0
"LOC100130433",0
"LOC100130916",0
"LOC100130967",0
"LOC100130987",0
"LOC100131053",0
"LOC100131138",0
"LOC100131316",0
"LOC100131581",0
"LOC100131601",0
"LOC100131642",0
"LOC100131998",0
"LOC100132167",0
"LOC100132240",0
"LOC100132247",0
"LOC100133019",0
"LOC100133050",0
"LOC100133091",0
"LOC100133161",0
"LOC100133920",0
"LOC100134713",0
"LOC100134822",0
"LOC100170939",0
"LOC100190986",0
"LOC100233156",0
"LOC100272216",0
"LOC100287036",0
"LOC100287049",0
"LOC100287064",0
"LOC100287081",0
"LOC100287572",0
"LOC100287593",0
"LOC100287628",0
"LOC100287728",0
"LOC100287896",0
"LOC100287911",0
"LOC100288165",0
"LOC100288215",0
"LOC100288315",0
"LOC100288367",0
"LOC100288413",0
"LOC100288418",0
"LOC100288570",0
"LOC100288583",0
"LOC100288860",0
"LOC100288933",0
"LOC100289058",0
"LOC100289399",0
"LOC100289574",0
"LOC100289949",0
"LOC100290355",0
"LOC100290973",0
"LOC100291797",0
"LOC100292101",0
"LOC100292160",0
"LOC100293090",0
"LOC100293390",0
"LOC100293611",0
"LOC100419773",0
"LOC100505501",0
"LOC100506422",0
"LOC100506557",0
"LOC100996643",0
"LOC101930026",0
"LOC101930332",0
"LOC102723566",0
"LOC102723701",0
"LOC102724237",0
"LOC102724238",0
"LOC102725035",0
"LOC102725253",0
"LOC105371397",0
"LOC105373297",0
"LOC105375299",0
"LOC105375802",0
"LOC105376204",0
"LOC105377221",0
"LOC105377774",0
"LOC105377802",0
"LOC123688",-0.1868
"LOC124976",0.1553
"LOC124976",-1.9053
"LOC128977",0.0655
"LOC128977",-0.0413
"LOC144233",-1.1992
"LOC146909",-0.1391
"LOC147804",-0.5645
"LOC149501",0
"LOC150223",0.1215
"LOC150759",0
"LOC151009",0
"LOC151438",0
"LOC151878",0
"LOC152024",0
"LOC152485",-0.1219
"LOC152719",0.1154
"LOC153222",0.335
"LOC153346",-0.1064
"LOC157273",0
"LOC157562",0
"LOC157740",0
"LOC161635",-1.3371
"LOC163233",0.109
"LOC200312",0.1792
"LOC200312",0.1214
"LOC202181",0.1584
"LOC204010",-0.1267
"LOC221442",0
"LOC222699",0
"LOC253981",0.3115
"LOC257396",0
"LOC25845",0
"LOC283152",-0.1451
"LOC283174",0
"LOC283481",0
"LOC283537",-0.0491
"LOC283537",-0.0709
"LOC283663",0
"LOC283666",0.2613
"LOC283711",0
"LOC283788",0
"LOC284033",0
"LOC284112",0
"LOC284371",-0.0887
"LOC284454",0
"LOC284570",0
"LOC285016",0.0949
"LOC285033",0
"LOC285074",0.3948
"LOC285074",0.3209
"LOC285813",0.2662
"LOC286359",0
"LOC338328",0.0188
"LOC338620",0
"LOC338756",0
"LOC339229",-0.4292
"LOC339240",0
"LOC339344",0.1294
"LOC339344",-0.3964
"LOC340888",0
"LOC342900",-0.2285
"LOC344167",-0.0858
"LOC344887",0
"LOC349114",0
"LOC375295",0
"LOC375449",-0.1719
"LOC387763",0
"LOC388242",0
"LOC388630",0
"LOC388796",0
"LOC388820",0
"LOC389705",0
"LOC389765",0
"LOC389842",0
"LOC389895",0
"LOC390424",0
"LOC390595",0
"LOC390705",0
"LOC390940",0
"LOC392288",0
"LOC392364",0
"LOC400043",0
"LOC400573",0
"LOC400931",0
"LOC400960",0
"LOC400987",0
"LOC401040",0
"LOC401052",0
"LOC401233",0.0604
"LOC401281",0
"LOC401286",0
"LOC401296",0
"LOC401320",0
"LOC401357",0
"LOC401410",0
"LOC401554",0
"LOC401557",0
"LOC401577",0
"LOC401589",0
"LOC403312",0
"LOC404266",0.159
"LOC407835",0
"LOC439990",0
"LOC440104",0.3732
"LOC440104",0.1037
"LOC440173",0
"LOC440288",0
"LOC440335",0
"LOC440577",0
"LOC440839",0
"LOC440896",0
"LOC440900",0
"LOC440917",0
"LOC441178",0
"LOC441239",0
"LOC441242",0
"LOC441245",0
"LOC441268",0
"LOC441294",0
"LOC441383",-0.1716
"LOC441455",0
"LOC441461",0
"LOC441795",0
"LOC442249",0
"LOC442308",0
"LOC442319",-0.0717
"LOC442572",0
"LOC494127",0
"LOC51001",0
"LOC51002",0
"LOC51003",0
"LOC51004",0
"LOC51005",0
"LOC51006",0
"LOC51008",0
"LOC51009",0
"LOC51011",0
"LOC51012",0
"LOC51015",0
"LOC51016",0
"LOC51017",0
"LOC51018",0
"LOC51019",0
"LOC51021",0
"LOC51022",0
"LOC51023",0
"LOC51024",0
"LOC51025",0
"LOC51026",0
"LOC51027",0
"LOC51029",0
"LOC51030",0
"LOC51032",0
"LOC51036",0
"LOC51038",0
"LOC51045",0
"LOC51047",0
"LOC51048",0
"LOC51049",0
"LOC51051",0
"LOC51052",0
"LOC51053",0
"LOC51054",0
"LOC51055",0
"LOC51056",0
"LOC51064",0
"LOC51065",0
"LOC51066",0
"LOC51067",0
"LOC51068",0
"LOC51069",0
"LOC51070",0
"LOC51071",0
"LOC51072",0
"LOC51073",0
"LOC51074",0
"LOC51076",0
"LOC51077",0
"LOC51078",0
"LOC51079",0
"LOC51081",0
"LOC51082",0
"LOC51083",0
"LOC51084",0
"LOC51086",0
"LOC51087",0
"LOC51088",0
"LOC51091",0
"LOC51092",0
"LOC51093",0
"LOC51094",0
"LOC51098",0
"LOC51099",0
"LOC51102",0
"LOC51104",0
"LOC51105",0
"LOC51106",0
"LOC51107",0
"LOC51109",0
"LOC51110",0
"LOC51115",0
"LOC51116",0
"LOC51117",0
"LOC51118",0
"LOC51121",0
"LOC51123",0
"LOC51125",0
"LOC51128",0
"LOC51133",0
"LOC51134",0
"LOC51135",0
"LOC51136",0
"LOC51137",0
"LOC51138",0
"LOC51142",0
"LOC51143",0
"LOC51144",0
"LOC51145",0
"LOC51146",0
"LOC51147",0
"LOC51149",0
"LOC51151",0
"LOC51152",-0.0353
"LOC51154",0
"LOC51156",0
"LOC51157",0
"LOC51159",0
"LOC51160",0
"LOC51161",0
"LOC51162",0
"LOC51163",0
"LOC51164",0
"LOC51165",0
"LOC51167",0
"LOC51169",0
"LOC51170",0
"LOC51171",0
"LOC51173",0
"LOC51174",0
"LOC51177",0
"LOC51181",0
"LOC51182",0
"LOC51184",0
"LOC51185",0
"LOC51186",0
"LOC51187",0
"LOC51188",0
"LOC51189",0
"LOC51190",0
"LOC51191",0
"LOC51192",0
"LOC51193",0
"LOC51195",0
"LOC51198",0
"LOC51199",0
"LOC51202",0
"LOC51203",0
"LOC51204",0
"LOC51205",0
"LOC51207",0
"LOC51210",0
"LOC51212",0
"LOC51213",0
"LOC51215",0
"LOC51216",0
"LOC51219",0
"LOC51221",0
"LOC51226",0
"LOC51228",0
"LOC51230",0
"LOC51231",0
"LOC51233",0
"LOC51235",0
"LOC51236",0
"LOC51237",0
"LOC51243",0
"LOC51265",0
"LOC51266",0
"LOC51267",0
"LOC51270",0
"LOC51272",0
"LOC51274",0
"LOC51275",0
"LOC51278",0
"LOC51279",0
"LOC51280",0
"LOC51281",0
"LOC51283",0
"LOC51284",0
"LOC51285",0
"LOC51286",0
"LOC51287",0
"LOC51288",0
"LOC51289",0
"LOC51290",0
"LOC51291",0
"LOC51292",0
"LOC51293",0
"LOC51295",0
"LOC51296",0
"LOC51297",0
"LOC51299",0
"LOC51301",0
"LOC51303",0
"LOC51304",0
"LOC51306",0
"LOC51307",0
"LOC51309",0
"LOC51310",0
"LOC51311",0
"LOC51312",0
"LOC51313",0
"LOC51314",0
"LOC51315",0
"LOC51316",0
"LOC51318",0
"LOC51319",0
"LOC51320",0
"LOC51321",0
"LOC51322",0
"LOC51323",0
"LOC51325",0
"LOC51327",0
"LOC51328",0
"LOC51329",0
"LOC51333",0
"LOC51334",0
"LOC51335",0
"LOC51336",0
"LOC51337",0
"LOC51339",0
"LOC51340",0
"LOC51580",0
"LOC51595",0
"LOC51603",0
"LOC51604",0
"LOC51611",0
"LOC51612",0
"LOC51617",0
"LOC51619",0
"LOC51625",0
"LOC51630",0
"LOC51631",0
"LOC51632",0
"LOC51637",0
"LOC51642",0
"LOC51643",0
"LOC51644",0
"LOC51646",0
"LOC51647",0
"LOC51648",0
"LOC51650",0
"LOC51651",0
"LOC51652",0
"LOC51654",0
"LOC51657",0
"LOC51660",0
"LOC51666",0
"LOC51670",0
"LOC51673",0
"LOC51674",0
"LOC51685",0
"LOC51691",0
"LOC51693",0
"LOC51696",0
"LOC51697",0
"LOC51700",0
"LOC51701",0
"LOC51702",0
"LOC51705",0
"LOC51713",0
"LOC51714",0
"LOC51716",0
"LOC51717",0
"LOC51719",0
"LOC51720",0
"LOC51724",0
"LOC51725",0
"LOC51727",0
"LOC51729",0
"LOC51733",0
"LOC51735",0
"LOC51739",0
"LOC51745",0
"LOC51746",0
"LOC51749",0
"LOC51754",0
"LOC51759",0
"LOC51762",0
"LOC51765",0
"LOC51766",0
"LOC51767",0
"LOC51773",0
"LOC54103",-0.3302
"LOC541471",0
"LOC541472",0
"LOC541473",-0.158
"LOC54466",0
"LOC54472",0
"LOC54504",0
"LOC54518",0
"LOC550643",0
"LOC554202",-0.2746
"LOC55565",0.194
"LOC55580",0
"LOC55819",0
"LOC55821",0
"LOC55828",0
"LOC55830",0
"LOC55831",0
"LOC55833",0
"LOC55858",0
"LOC55862",0
"LOC55867",0
"LOC55868",0
"LOC55892",0
"LOC55893",0
"LOC55895",0
"LOC55901",0
"LOC55907",0
"LOC55908",-0.1307
"LOC55913",0
"LOC55914",0
"LOC55915",0
"LOC55924",0
"LOC55954",0
"LOC55968",0
"LOC55969",0
"LOC55971",0
"LOC55974",0
"LOC56242",0
"LOC56287",0
"LOC56757",0.1472
"LOC56834",0
"LOC56851",0
"LOC56889",0
"LOC56891",0
"LOC56897",0
"LOC56898",0
"LOC56899",0
"LOC56901",0
"LOC56904",0
"LOC56906",0
"LOC56908",0
"LOC56912",0
"LOC56920",0
"LOC56921",0
"LOC56934",0
"LOC56938",0
"LOC56939",0
"LOC56953",0
"LOC56965",0
"LOC56991",0
"LOC56993",0
"LOC56996",0
"LOC56997",0
"LOC57018",0
"LOC57019",0
"LOC57086",0
"LOC57088",0
"LOC57090",0
"LOC57099",0
"LOC57100",0
"LOC57105",0
"LOC57107",0
"LOC57109",0
"LOC57110",0
"LOC57115",0
"LOC57116",0
"LOC57117",0
"LOC57118",0
"LOC57130",0
"LOC57151",0
"LOC57158",0
"LOC57167",0
"LOC57228",0.3446
"LOC57228",0.2268
"LOC57333",0
"LOC57397",0
"LOC57399",0
"LOC57402",0
"LOC57404",0
"LOC57663",0
"LOC57761",0
"LOC57798",0
"LOC57801",0
"LOC57805",0
"LOC57821",0
"LOC57823",0
"LOC57826",0
"LOC57829",0
"LOC57830",0
"LOC58486",0
"LOC58498",0
"LOC58504",0
"LOC58511",0
"LOC59346",0
"LOC595101",0
"LOC613037",0
"LOC613206",0
"LOC63904",0
"LOC63920",0
"LOC63929",0
"LOC64102",0
"LOC64116",0
"LOC641298",0
"LOC64146",0
"LOC64166",0
"LOC64167",0
"LOC64170",0
"LOC64172",0
"LOC641737",0
"LOC64174",0
"LOC64180",0
"LOC64181",0
"LOC642413",0
"LOC642826",0
"LOC642947",0
"LOC643233",0.15
"LOC643475",0
"LOC643641",0.3611
"LOC643641",-0.1009
"LOC644165",0.3013
"LOC644189",0
"LOC644192",0
"LOC644354",0
"LOC644538",0.0877
"LOC644563",0
"LOC644617",-0.5381
"LOC644662",0
"LOC645188",0
"LOC645638",0
"LOC645769",0
"LOC645843",-0.0356
"LOC646470",0
"LOC646577",0
"LOC646626",0
"LOC646791",0
"LOC647121",0
"LOC647252",0
"LOC647946",0
"LOC647979",0
"LOC650293",0
"LOC650392",-1.4546
"LOC65121",0
"LOC651250",0
"LOC652147",0
"LOC65243",0
"LOC653284",0.0982
"LOC653499",-0.5019
"LOC653499",-0.4465
"LOC653866",-0.4141
"LOC654433",0.4094
"LOC654780",-0.0741
"LOC727820",0
"LOC728024",0
"LOC728153",0
"LOC728323",0
"LOC728392",0
"LOC728411",0.0829
"LOC728449",0
"LOC728533",0
"LOC728673",0
"LOC728723",0
"LOC729082",0
"LOC729406",0
"LOC729595",0
"LOC729603",0
"LOC729983",0
"LOC730091",0
"LOC730498",-0.229
"LOC730658",0
"LOC730766",0.3385
"LOC731680",0.0349
"LOC80054",0
"LOC80298",0
"LOC80975",0
"LOC81034",0
"LOC81501",0
"LOC81537",0
"LOC81558",0
"LOC81691",-0.0399
"LOC81874",0
"LOC83468",0
"LOC84214",0
"LOC84661",0.1004
"LOC90826",-0.043
"LOC90834",0
"LOC91664",-0.292
"LOC91664",0.0717
"LOH11CR2A",-2.2657
"LOH12CR1",0
"LONP1",0
"LONP2",0
"LONRF1",0
"LONRF2",0
"LONRF3",0
"LOR",-0.0039
"LOR",0.4185
"LOX",-0.1578
"LOXHD1",0
"LOXL1",0
"LOXL2",-0.1712
"LOXL3",0
"LOXL4",-0.0322
"LOXL4",0.1295
"LPA",0
"LPAAT-delta",0
"LPAAT-gamma1",0
"LPAAT-THETA",3.5096
"LPAL2",0
"LPAR1",0
"LPAR2",0
"LPAR3",0
"LPAR4",0
"LPAR5",0
"LPAR6",0
"LPCAT1",0
"LPCAT2",0
"LPCAT3",0
"LPCAT4",0
"LPGAT1",0
"LPHA",0
"LPHB",0
"LPHN1",-0.485
"LPHN1",0.1417
"LPHN2",-0.2656
"LPIN1",-0.1784
"LPIN2",0.0201
"LPIN2",-0.2364
"LPIN3",0
"LPL",0
"LPO",0
"LPP",0
"LPPR5",0
"LPTS",0
"LPXN",0.293
"LQFBS-1",0
"LQK1",-0.498
"LR8",0
"LRAP",0.0786
"LRAP",0.7518
"LRAT",0
"LRBA",2.301
"LRCH1",0
"LRCH2",0
"LRCH4",0
"LRCOL1",0
"LRDD",0
"LRFN1",0
"LRFN2",0
"LRFN3",0
"LRFN4",0
"LRFN5",0
"LRG1",0
"LRGUK",0
"LRIF1",0
"LRIG1",0
"LRIG2",-0.1776
"LRIG3",1.1865
"LRIT1",0
"LRIT2",0
"LRMP",0
"LRP1",0
"LRP10",0
"LRP11",-0.7152
"LRP12",-0.069
"LRP12",-0.4309
"LRP16",0
"LRP1B",0
"LRP2",0
"LRP2BP",0
"LRP3",0
"LRP4",0
"LRP5",0
"LRP5L",0.3468
"LRP6",0
"LRP8",0
"LRPAP1",0
"LRPPRC",0.2355
"LRR1",0
"LRRC1",0.7229
"LRRC10",0
"LRRC10B",0
"LRRC14",0
"LRRC14B",0
"LRRC15",-0.0076
"LRRC15",-0.0313
"LRRC15",-0.0294
"LRRC17",0
"LRRC18",0
"LRRC19",0
"LRRC2",0.2248
"LRRC2",1.6483
"LRRC20",0.9177
"LRRC23",0
"LRRC24",0
"LRRC25",0
"LRRC26",0
"LRRC27",0
"LRRC28",0
"LRRC29",0
"LRRC3",0
"LRRC30",0
"LRRC31",0
"LRRC32",0
"LRRC34",0
"LRRC36",0
"LRRC37A",0
"LRRC37A2",0.0826
"LRRC37A2",0.0383
"LRRC37A3",0
"LRRC37A5P",0
"LRRC37B",0
"LRRC38",0
"LRRC39",0
"LRRC3B",0
"LRRC3C",0
"LRRC4",0
"LRRC40",0
"LRRC41",0
"LRRC42",0
"LRRC43",0
"LRRC45",0
"LRRC46",0
"LRRC47",0
"LRRC49",0
"LRRC4B",0
"LRRC4C",0
"LRRC50",0.1759
"LRRC51",0.2108
"LRRC51",0.2194
"LRRC51",0.1421
"LRRC52",0
"LRRC56",0
"LRRC57",0
"LRRC58",0
"LRRC59",0
"LRRC6",0.1425
"LRRC61",0
"LRRC63",0
"LRRC66",0
"LRRC69",0
"LRRC7",-0.1745
"LRRC70",0
"LRRC71",0
"LRRC72",0
"LRRC73",0
"LRRC74A",0
"LRRC75A",0
"LRRC75B",0
"LRRC8A",0.0323
"LRRC8A",-0.1653
"LRRC8B",-0.1507
"LRRC8B",-0.0156
"LRRC8C",-0.2092
"LRRC8D",2.0608
"LRRC8E",0
"LRRCC1",0
"LRRD1",0
"LRRFIP1",-1.3711
"LRRFIP1",-0.8066
"LRRFIP2",0.3116
"LRRFIP2",2.3052
"LRRIQ1",0
"LRRIQ2",-0.0197
"LRRIQ2",0.2463
"LRRIQ3",0
"LRRIQ4",0
"LRRK1",0
"LRRK2",0
"LRRN1",0
"LRRN2",0
"LRRN3",0
"LRRN4",0
"LRRN4CL",0
"LRRN6A",0.0389
"LRRN6A",-0.0802
"LRRTM1",0
"LRRTM2",0
"LRRTM3",0
"LRRTM4",-0.1175
"LRSAM1",0
"LRTM1",-0.1911
"LRTM2",0
"LRTOMT",0
"LRWD1",0
"LSAMP",0
"LSG1",0
"LSM1",0
"LSM10",0
"LSM11",0.7542
"LSM12",0
"LSM14A",0
"LSM14B",0
"LSM2",0
"LSM3",0
"LSM4",-0.5503
"LSM4",-0.1084
"LSM5",0
"LSM6",0.1357
"LSM7",0
"LSM8",0
"LSMD1",-0.1279
"LSMD1",0.1547
"LSMEM1",0
"LSMEM2",0
"LSP1",0
"LSR",0
"LSR68",0
"LSR7",0
"LSS",-0.4896
"LST1",0
"LTA",0
"LTA4H",-0.0455
"LTB",0.03
"LTB4R",0
"LTB4R2",0
"LTBP1",0
"LTBP2",0
"LTBP3",0
"LTBP4",0
"LTBR",0
"LTC4S",0
"LTF",0
"ltk",0
"LTK",0
"LTV1",0
"LUC7A",0
"LUC7L",0
"LUC7L2",1.385
"LUC7L3",0
"LUM",0
"LURAP1",0
"LURAP1L",0
"LUZP1",-0.4317
"LUZP2",0
"LUZP4",-0.0401
"LUZP6",0
"LVRN",0
"LW-1",0
"LXN",0
"LY6D",-0.4663
"LY6E",0
"LY6G5B",0
"LY6G5C",0
"LY6G6C",0.7106
"LY6G6D",0
"LY6G6E",0
"LY6G6F",0
"LY6H",0
"LY6K",0.0981
"LY6K",0.2898
"LY6K",-0.3394
"LY75",0
"LY86",0
"LY9",0
"LY94",0
"LY95",0
"LY96",0.1824
"LYAR",0
"LYG1",0
"LYG2",0
"LYL1",0.0416
"LYN",0
"LYNX1",0
"LYPD1",0
"LYPD2",0
"LYPD3",-0.1874
"LYPD4",0
"LYPD5",0
"LYPD6",0
"LYPD6B",0
"LYPD8",0
"LYPLA1",-0.2369
"LYPLA1",-0.0251
"LYPLA2",0
"LYPLA3",-0.7258
"LYPLAL1",-1.8855
"LYRM1",-1.1222
"LYRM2",0
"LYRM4",0
"LYRM7",0
"LYRM9",0
"LYSMD1",0
"LYSMD2",0
"LYSMD3",0.2521
"LYSMD3",-0.1118
"LYSMD4",0
"LYST",0
"LYVE1",0
"LYZ",0
"LYZL4",0
"LYZL6",0
"LZ16",0
"LZIC",0
"LZIP",0
"LZLP",0
"LZTFL1",-0.1466
"LZTFL1",0.092
"LZTR1",0.1107
"LZTS1",-0.1322
"LZTS1-AS1",0
"LZTS2",0
"LZTS3",0
"M14087",0
"M1AP",0
"M1LP",0
"M31157",0
"m6b1",0
"M6PR",0
"MA5",0
"MAB21L1",0
"MAB21L2",0
"MAB21L3",0
"MACC1",0
"MACF1",0.2911
"MACF1",-4.2689
"MACROD1",0
"MACROD2",0
"MACROH2A2",0
"MAD",0
"MAD1L1",0
"MAD2L1",0
"MAD2L1BP",0
"MAD2L2",0
"MADCAM1",0
"MADD",0
"MADH6",0
"MADH9",0
"MADHIP",0
"MAEA",0
"MAEL",0.1512
"MAF",0.6902
"MAF",2.1244
"MAF1",0.5625
"MAFA",-0.646
"MAFB",0.6652
"MAFF",-0.6832
"MAFG",-0.1863
"MAFIP",0
"MAFK",0.134
"MAFK",0.0665
"MAG",0
"MAGE1",0
"MAGEA1",0
"MAGEA10",0
"MAGEA11",0
"MAGEA12",0
"MAGEA13P",0
"MAGEA2",0
"MAGEA3",0
"MAGEA4",0
"MAGEA5",-0.0026
"MAGEA6",0
"MAGEA8",0
"MAGEA9",0
"MAGEA9B",0
"MAGEB1",0
"MAGEB10",0
"MAGEB16",0
"MAGEB17",0
"MAGEB18",0
"MAGEB2",0
"MAGEB3",0
"MAGEB4",0
"MAGEB5",0
"MAGEB6",0
"MAGEC1",0
"MAGEC2",0
"MAGEC3",0
"MAGED1",-0.1618
"MAGED1",-0.1997
"MAGED2",-0.4526
"MAGED2",-0.5158
"MAGED4",0
"MAGED4B",0
"MAGEE1",0
"MAGEE2",0
"MAGEF1",1.5794
"MAGEH1",0
"MAGEL2",0
"MAGI-3",0
"MAGI1",0
"MAGI2",0
"MAGIX",0
"MAGOH",0
"MAGOHB",0
"MAGT1",0
"MAIL",0
"MAJIN",0
"MAK",0
"MAK16",0
"MAL",0
"MAL2",0.0751
"MALAT1",-0.6972
"MALL",-0.4897
"MALL",0.6356
"MALSU1",0
"MALT1",-0.5902
"MALT1",-0.1293
"MAMDC2",-0.1619
"MAMDC4",0
"MAML1",0.0092
"MAML1",-0.2086
"MAML2",-0.1889
"MAML3",-0.0835
"MAMLD1",0
"MAMSTR",0
"MAN1",0
"MAN1A1",0.0642
"MAN1A1",-0.0215
"MAN1A2",0
"MAN1B1",0
"MAN1C1",0.283
"MAN1C1",-0.0436
"MAN1C1",0.2009
"MAN2A1",0
"MAN2A2",0
"MAN2B1",0
"MAN2B2",0
"MAN2C1",0
"MANBA",-0.2381
"MANBAL",0
"MANEA",0
"MANEAL",0.2461
"MANF",0
"MANSC1",-0.3015
"MANSC4",0
"MAOA",0
"MAOB",0
"MAP",0
"MAP1A",0
"MAP1B",0
"MAP1LC3A",0
"MAP1LC3B",0.5877
"MAP1LC3B",-0.8355
"MAP1LC3B2",0
"MAP1LC3C",0
"MAP1S",0
"MAP2",-0.3618
"MAP2",-0.0295
"MAP2K1",2.7456
"MAP2K1IP1",1.3257
"MAP2K2",0
"MAP2K3",-0.1418
"MAP2K3",0.4535
"MAP2K4",0
"MAP2K5",0
"MAP2K6",0
"MAP2K7",0.1228
"MAP3K1",0.0697
"MAP3K10",0
"MAP3K11",0
"MAP3K12",0.3063
"MAP3K13",0.2048
"MAP3K13",-0.2917
"MAP3K14",0.4181
"MAP3K15",0
"MAP3K19",0
"MAP3K2",0
"MAP3K3",0
"MAP3K4",0
"MAP3K5",-0.3873
"MAP3K6",-0.0561
"MAP3K7",0
"MAP3K7CL",0
"MAP3K7IP2",0
"MAP3K7IP3",0
"MAP3K8",0
"MAP3K9",0
"MAP4",0
"MAP4K1",0
"MAP4K2",0
"MAP4K3",0.0326
"MAP4K3",-0.3359
"MAP4K4",0
"MAP4K5",0
"MAP6",-0.5895
"MAP6D1",0
"MAP7",0
"MAP7D1",0
"MAP7D2",0
"MAP7D3",0
"MAP9",0
"MAPK1",-6.5116
"MAPK1",-0.5492
"MAPK10",-0.3867
"MAPK11",0
"MAPK12",0
"MAPK13",-0.043
"MAPK13",-1.7262
"MAPK14",0.1066
"MAPK14",0.1245
"MAPK15",0
"MAPK1IP1L",0
"MAPK3",-0.1226
"MAPK4",0
"MAPK6",-0.1769
"MAPK6",-0.0756
"MAPK7",0
"MAPK8",0
"MAPK8IP1",-0.0414
"MAPK8IP1",-0.1071
"MAPK8IP2",0
"MAPK8IP3",-0.2087
"MAPK8IP3",-0.1325
"MAPK9",0
"MAPKAP1",0
"MAPKAPK2",0
"MAPKAPK3",0
"MAPKAPK5",0
"MAPKBP1",-1.7488
"MAPKBP1",0.258
"MAPRE1",-0.0311
"MAPRE1",0.5808
"MAPRE2",0
"MAPRE3",-0.0975
"MAPT",0
"42795.0000",0
"42796.0000",0
"42795.0000",0
"42804.0000",0
"42805.0000",0
"42796.0000",0
"42797.0000",0
"42798.0000",0
"42799.0000",0
"42800.0000",0
"42801.0000",0
"42802.0000",0
"42803.0000",0
"MARCKS",0.0446
"MARCKSL1",0
"MARCO",0
"MARK",0
"MARK1",0.0146
"MARK1",-0.4106
"MARK2",0
"MARK3",-0.4163
"MARK4",0.1414
"MARKL1",0
"MARS",-0.4783
"MARS",2.1342
"MARS2",0
"MARVELD1",0
"MARVELD2",0
"MARVELD3",0
"MAS1",0
"MAS1L",0
"MASA",0
"MASK-BP3",0.1923
"MASP-2",0
"MASP1",0
"MASP2",0
"MAST1",0
"MAST2",0
"MAST3",-0.1342
"MAST4",-0.0273
"MASTL",-0.1371
"MASTL",-0.072
"MAT1A",0
"MAT2A",-0.1742
"MAT2A",-0.2422
"MAT2B",-3.9469
"MAT2B",0.4076
"MATK",0.1703
"MATN1",0
"MATN2",-0.6726
"MATN2",-0.4543
"MATN3",0
"MATN4",0
"MATR3",0
"MAU2",0
"MAVS",0
"MAWBP",0
"max",0
"MAX",-0.0299
"MAX",-0.0636
"MaxiK",0
"MAZ",0.0674
"MAZ",0.1239
"MB",0
"MB2",0
"MB21D1",0
"MB21D2",0
"MBD1",0.1322
"MBD1",0.6379
"MBD2",-0.7897
"MBD2",0.2288
"MBD3",0.0682
"MBD3",-0.2272
"MBD3L1",0.1034
"MBD3L2",0.0381
"MBD3L3",0
"MBD3L4",0
"MBD3L5",0
"MBD4",0.0747
"MBD5",-0.0824
"MBD6",0
"MBIP",0
"MBL1P1",0
"MBL2",0
"MBLAC1",0
"MBNL1",0
"MBNL2",0.0992
"MBNL2",-0.0299
"MBNL3",0.2172
"MBOAT1",-0.4895
"MBOAT2",0
"MBOAT4",0
"MBOAT7",0
"MBP",0
"MBP1",0
"MBTD1",0
"MBTPS1",0
"MBTPS2",0
"MC1R",-0.0621
"MC1R",-0.4431
"MC2R",0
"MC3R",0
"MC4R",0
"MC5R",0
"MCAM",0
"MCAT",0
"MCC",-0.0703
"mccb",0
"MCCC1",-0.2311
"MCCC2",-0.3621
"MCCD1",0
"MCEE",-2.781
"MCEMP1",0
"MCF2",0
"MCF2L",0
"MCF2L2",0
"MCFD2",0
"Mch2",0
"MCHR1",0
"MCHR2",0
"MCIDAS",0
"MCJ",0
"MCL1",0.525
"MCL1",-0.0724
"MCL1",-0.3204
"MCM10",0.2653
"MCM10",0.2066
"MCM2",-0.7335
"MCM3",-0.0461
"MCM3AP",0
"MCM3APAS",0.0465
"MCM3APAS",-0.1477
"MCM4",3.4138
"MCM5",-0.3611
"MCM6",0.0618
"MCM7",-0.1197
"MCM8",0.0787
"MCM8",-0.0234
"MCM9",0
"MCMBP",0
"MCMDC1",0.0244
"MCMDC2",0
"MCOLN1",0.4297
"MCOLN2",0
"MCOLN3",0
"MCP",0
"MCP-1",0
"MCPH1",0
"MCPH1-AS1",0
